year,release_date,title,genre,international_box_office,domestic_box_office,worldwide_box_office
2017,December 15th,Journey Of Bhangover,Thriller/Suspense,1760.00,n/a,1760.00
2017,December 15th,Hard Kaur,Drama,3162.00,n/a,3162.00
2018,December 7th,Nona,Drama,,n/a,
2017,December 15th,K3 Love Cruise,Musical,1081993.00,n/a,1081993.00
2017,December 15th,Game Of Ayodhya,Drama,5152.00,n/a,5152.00
2017,January 11th,DrÃ´les de petites bÃªtes,Adventure,14163162.00,n/a,14163162.00
2017,December 15th,Papatya,Comedy,2057.00,n/a,2057.00
2017,December 15th,Ek Andekha Sach,Drama,1992.00,n/a,1992.00
2018,December 7th,Merry Men: The Real Yoruba Demons,Comedy,4315.00,n/a,4315.00
2018,December 7th,Love Live! Sunshine!! Aqours 4th Lovelive! Sailing To The Sunshine,Comedy,13640.00,n/a,13640.00
2018,December 7th,Mary Queen of Scots,Drama,30371647.00,16648499.00,47020146.00
2018,December 7th,Ma mÃ¨re est folle,Comedy,447679.00,n/a,447679.00
2018,December 7th,Left Hand and Right Hand,Drama,3346.00,n/a,3346.00
2018,December 7th,Love Afterlife,Thriller/Suspense,36540.00,n/a,36540.00
2018,December 7th,La Scala: Attila,Concert/Performance,33873.00,n/a,33873.00
2018,December 7th,La Ãºltima bÃºsqueda,Documentary,773.00,n/a,773.00
2018,December 7th,Kafalar KarÄ±ÅŸÄ±k,Comedy,1979548.00,n/a,1979548.00
2018,December 7th,Kuru,Horror,5041160.00,n/a,5041160.00
2018,December 7th,Kedarnath,Drama,293850.00,893582.00,1187432.00
2018,December 7th,Hospitality,Thriller/Suspense,,n/a,
2018,December 7th,Frank and Ava,Drama,,18829.00,
2018,December 7th,Jin Ji De Nan Hai,Romantic Comedy,65446.00,n/a,65446.00
2018,December 7th,Gekijoban Haikara san-ga Toru Zenpen Tokyo Dai Roman,Adventure,,n/a,
2018,December 7th,Eso Que Nos Enamora,Comedy,4650.00,n/a,4650.00
2018,December 7th,Eia jÃµulud Tondikakul,Drama,,n/a,
2018,December 7th,Elephants,Drama,,n/a,
2018,December 7th,El Dulce sabor del limon,Drama,349.00,n/a,349.00
2018,December 7th,Dumplinâ€™,Comedy,399198.00,n/a,399198.00
2017,December 15th,Devushka s kosoy,Comedy,47374.00,n/a,47374.00
2018,December 7th,Drug$,Documentary,,n/a,
2017,December 15th,La deuxiÃ¨me Ã©toile,Comedy,3320313.00,n/a,3320313.00
2017,December 15th,Los Desheredados,Black Comedy,902.00,n/a,902.00
2017,December 15th,Desolation,Thriller/Suspense,,n/a,
2017,December 15th,Blizkie,Drama,2043.00,n/a,2043.00
2017,December 15th,The Ballad of Lefty Brown,Western,,7856.00,
2017,December 15th,The Chainbreakers,Drama,282320.00,n/a,282320.00
2017,December 15th,8-nengoshi no hanayome,Drama,24326715.00,n/a,24326715.00
2017,December 14th,Instant Dreams,Documentary,,n/a,
2017,December 15th,Algo FayÃ³,Documentary,1190.00,n/a,1190.00
2017,December 14th,Rilu Rilu Fairilu The Movie,Adventure,422386.00,n/a,422386.00
2017,December 15th,Ai De Pa Si Ka,Drama,512000.00,n/a,512000.00
2017,December 13th,Bright,Thriller/Suspense,,n/a,
2017,December 12th,A Murder in Mansfield,Documentary,,n/a,
2017,December 11th,Dolgaya doroga domoy,Thriller/Suspense,70.00,n/a,70.00
2017,December 15th,Star Wars Ep. VIII: The Last Jedi,Adventure,711453759.00,620181382.00,1331635141.00
2017,December 22nd,Along With The Gods: The Two Worlds,Action,105567909.00,1908822.00,107476731.00
2018,December 7th,Divide and Conquer: The Story of Roger Ailes,Documentary,,38510.00,
2018,December 7th,Les confins du monde,Drama,245034.00,n/a,245034.00
2017,December 12th,Apache Warrior,Documentary,,n/a,
2018,December 7th,The Coming Back Out Ball Movie,Documentary,7072.00,n/a,7072.00
2017,December 14th,Gangcheolbi,Action,33276122.00,n/a,33276122.00
2018,December 7th,Chaco,Documentary,489.00,n/a,489.00
2017,December 20th,The Greatest Showman,Musical,259266004.00,174340174.00,433606178.00
2018,December 7th,Central Park,Horror,,n/a,
2018,December 7th,La boya,Documentary,5013.00,n/a,5013.00
2018,December 7th,ÄŒertÃ­ brko,Drama,1641333.00,n/a,1641333.00
2018,December 7th,Bernie The Dolphin,Adventure,18119.00,n/a,18119.00
2018,December 7th,Ben is Back,Drama,8913813.00,3703182.00,12616995.00
2018,December 7th,Bizim Ä°Ã§in Åžampiyon,Drama,6003561.00,n/a,6003561.00
2018,December 7th,Banjara: The Truck Driver,Drama,49757.00,n/a,49757.00
2018,December 7th,Back Roads,Thriller/Suspense,,n/a,
2018,December 7th,AstÃ©rix: Le secret de la potion magique,Adventure,73237594.00,n/a,73237594.00
2018,December 7th,Asher,Drama,,n/a,
2018,December 7th,The Belly of the Whale,Drama,9626.00,n/a,9626.00
2018,December 7th,Apuntes para una pelÃ­cula de atracos,Documentary,12023.00,n/a,12023.00
2018,December 6th,Zapovednik,Drama,166535.00,n/a,166535.00
2018,December 6th,UchÃ» Sentai KyuurenjÃ¢ tai SupÃªsu Sukuwaddo,Adventure,60372.00,n/a,60372.00
2018,December 6th,Twiceland,Concert/Performance,136516.00,n/a,136516.00
2018,December 6th,Tabaluga,Adventure,4835711.00,n/a,4835711.00
2018,December 6th,La prima pietra,Drama,420807.00,n/a,420807.00
2018,December 6th,Sem par nechistikh,Drama,12029.00,n/a,12029.00
2018,December 6th,"Santiago, Italia",Documentary,1106813.00,n/a,1106813.00
2017,December 8th,Tueurs,Thriller/Suspense,309477.00,n/a,309477.00
2017,December 8th,Stebuklas,Drama,97649.00,n/a,97649.00
2017,December 8th,"Stars 80, la Suite",Comedy,1978927.00,n/a,1978927.00
2017,December 8th,Los sentidos,Documentary,1962.00,n/a,1962.00
2017,December 15th,Qi Man Dun Jia,Action,46139046.00,124187.00,46263233.00
2017,December 8th,Richie,Action,10815.00,n/a,10815.00
2018,December 7th,All You Need is Love,Romantic Comedy,3565259.00,n/a,3565259.00
2017,December 8th,The Rape of Recy Taylor,Documentary,7729.00,n/a,7729.00
2017,December 8th,Un pueblo hecho canciÃ³n,Documentary,645.00,n/a,645.00
2017,December 8th,The Pirates Of Somalia,Drama,26421.00,n/a,26421.00
2017,December 8th,Santa & Cie,Comedy,18481089.00,n/a,18481089.00
2017,December 8th,Ã–teki Taraf,Thriller/Suspense,1197507.00,n/a,1197507.00
2017,December 8th,Zhgi!,Drama,313100.00,n/a,313100.00
2017,December 8th,November Criminals,Drama,,n/a,
2017,December 8th,On Adim,Drama,251.00,n/a,251.00
2017,December 8th,National Theatre Live: Young Marx,Concert/Performance,716418.00,n/a,716418.00
2017,December 8th,Maide'nin AltÄ±n GÃ¼nÃ¼,Comedy,2512221.00,n/a,2512221.00
2017,August 24th,Makala,Documentary,127277.00,n/a,127277.00
2017,December 8th,Lerd,Thriller/Suspense,915073.00,n/a,915073.00
2017,December 8th,Royal Opera House: The Nutcracker,Concert/Performance,1635471.00,n/a,1635471.00
2017,December 8th,The North of Peking,Documentary,143865.00,n/a,143865.00
2017,December 8th,Just Getting Started,Comedy,686807.00,6069605.00,6756412.00
2017,December 8th,Jia Ru Wang Zi Shui Zhao Le,Romantic Comedy,828455.00,n/a,828455.00
2018,December 6th,Libenjyeo,Action,20699.00,n/a,20699.00
2017,December 8th,Llueven Vacas,Drama,4777.00,n/a,4777.00
2018,December 6th,First Kiss,Romantic Comedy,368097.00,n/a,368097.00
2017,December 8th,Kamen RaidÃ¢ Heisei JenerÃªshonzu Fainaru: Birudo ando Eguzeido wizu Rejendo RaidÃ¢,Action,10289397.00,n/a,10289397.00
2018,December 6th,Hope of Road,Drama,255779.00,n/a,255779.00
2018,December 6th,Claraâ€™s Ghost,Comedy,,n/a,
2018,December 6th,AmÃ¡,Documentary,,n/a,
2018,December 6th,Beongaemaenui bimil,Adventure,352891.00,n/a,352891.00
2018,December 6th,100 Dinge,Comedy,13946006.00,n/a,13946006.00
2018,December 21st,Aquaman,Action,808696893.00,335061807.00,1143758700.00
2018,December 6th,Jinsei furÃ»tsu,Documentary,471514.00,n/a,471514.00
2018,December 5th,Tyrel,Drama,,21456.00,
2018,December 14th,Mortal Engines,Action,69529231.00,15951040.00,85480271.00
2018,December 5th,Running Man,Adventure,1264724.00,n/a,1264724.00
2018,December 1st,Life Is A Belief,Documentary,173603.00,n/a,173603.00
2018,November 30th,Water Lilies of Monet - The magic of water and light,Documentary,546584.00,n/a,546584.00
2018,December 4th,Dog 13,Drama,7448509.00,n/a,7448509.00
2018,November 30th,Waiting For Me In Heaven,Drama,60326.00,n/a,60326.00
2018,November 30th,Until Judge Do Us Apart,Comedy,2985.00,n/a,2985.00
2018,November 30th,Vision,Drama,114150.00,n/a,114150.00
2018,November 30th,Tus desperdicios y otros manjares,Documentary,127.00,n/a,127.00
2018,December 4th,Slay Belles,Horror,,n/a,
2017,December 8th,I am Evidence,Documentary,1145.00,n/a,1145.00
2017,December 8th,"I, Tonya",Black Comedy,23782875.00,30014534.00,53797409.00
2017,December 8th,Hollow in the Land,Drama,,n/a,
2017,December 8th,Gogita's New Life,,3084.00,n/a,3084.00
2018,November 30th,Tiger,Drama,,n/a,
2018,December 5th,Doeorak,Thriller/Suspense,11366235.00,n/a,11366235.00
2018,November 30th,Un Giorno All'Improvviso,Drama,31298.00,n/a,31298.00
2017,December 8th,Gek Van Geluk,Romantic Comedy,1440342.00,n/a,1440342.00
2017,May 4th,Les Gardiennes,Drama,3989872.00,177331.00,4167203.00
2017,December 8th,From The Ground Up,Documentary,,n/a,
2017,December 8th,GalpÃ³n De MÃ¡scaras,Documentary,374.00,n/a,374.00
2017,December 8th,Forbidden,Drama,1679.00,n/a,1679.00
2017,December 8th,Fukrey Returns,Comedy,16101765.00,n/a,16101765.00
2017,December 8th,Fe de Etarras,Black Comedy,12498.00,n/a,12498.00
2017,December 8th,DÅ­vka za baloncheta,Drama,402330.00,n/a,402330.00
2017,December 15th,Ferdinand,Adventure,205428533.00,84410380.00,289838913.00
2017,December 8th,Fan Zha Feng Bao,Thriller/Suspense,8595808.00,n/a,8595808.00
2017,December 8th,Destiny: Kamakura Monogatari,Drama,35099354.00,n/a,35099354.00
2017,December 8th,"Cometa El, su Perro y su Mundo",Adventure,122916.00,n/a,122916.00
2017,December 15th,Fang Hua,Drama,225197313.00,1891956.00,227089269.00
2017,December 8th,Bullet Head,Thriller/Suspense,153930.00,n/a,153930.00
2017,December 8th,Cemento: El Documental,Documentary,4077.00,n/a,4077.00
2017,December 8th,Askeladden â€“ I Dovregubbens Hall,Adventure,292147.00,n/a,292147.00
2017,December 7th,Sermon on the Mount,Drama,357435.00,n/a,357435.00
2017,December 8th,Cho-haeng,Drama,37810.00,n/a,37810.00
2018,November 30th,Surviving Christmas with the Relatives,Comedy,36805.00,n/a,36805.00
2018,November 30th,Smart Christmas,Comedy,179613.00,n/a,179613.00
2018,November 30th,Sky Stream,Drama,2789574.00,n/a,2789574.00
2018,November 30th,Royal Opera House: The Nutcracker,Concert/Performance,1512712.00,n/a,1512712.00
2018,November 30th,Sauver ou pÃ©rir,Drama,8123617.00,n/a,8123617.00
2018,November 30th,Quinqui Stars,Documentary,9409.00,n/a,9409.00
2018,November 30th,Song of Back and Neck,Comedy,,n/a,
2017,December 8th,And The Winner Isnâ€™t,Documentary,,n/a,
2018,November 30th,Route 33,,8405.00,n/a,8405.00
2018,November 30th,Plagi Breslau,Thriller/Suspense,112734.00,n/a,112734.00
2018,November 30th,Peopleâ€™s Republic of Desire,Documentary,,15241.00,
2018,November 30th,Please Remember me,Drama,11350.00,n/a,11350.00
2018,November 30th,Mulai,Documentary,31424.00,n/a,31424.00
2018,November 30th,Miriam miente,Drama,785.00,n/a,785.00
2018,November 30th,Louis Theroux: Love Without Limits,Documentary,95114.00,n/a,95114.00
2018,November 30th,Legend of Tang Dynasty 2,Adventure,45521268.00,n/a,45521268.00
2018,November 30th,Lola et ses frÃ¨res,,2348186.00,n/a,2348186.00
2018,November 30th,Ovunque proteggimi,Drama,88944.00,n/a,88944.00
2018,February 19th,KidÅ� Senshi Gandamu NT,Adventure,5866131.00,n/a,5866131.00
2018,November 30th,Hotel Explotacion: Las Kellys,Documentary,300.00,n/a,300.00
2018,November 30th,Hedefim Sensin,Comedy,4369198.00,n/a,4369198.00
2018,November 30th,Julia y el zorro,Drama,2901.00,n/a,2901.00
2018,November 30th,Isabelle,,13296.00,n/a,13296.00
2018,November 30th,Head Full of Honey,Drama,126595.00,12350.00,138945.00
2018,November 30th,Fantastic Dream Trip,Comedy,49227.00,n/a,49227.00
2018,November 30th,Ghostbox Cowboy,Comedy,,n/a,
2017,December 6th,Il Premio,Comedy,1184346.00,n/a,1184346.00
2017,December 4th,"Pororo, Dinosaur Island Adventure",Adventure,5824076.00,n/a,5824076.00
2017,January 12th,Lâ€™insulte,Drama,2349313.00,1000038.00,3349351.00
2017,December 7th,Dolaonda,Drama,83132.00,n/a,83132.00
2017,December 1st,Wonder Wheel,Drama,12333635.00,1403237.00,13736872.00
2017,December 1st,Wo Yao Xing Fu,Comedy,2750684.00,n/a,2750684.00
2017,December 1st,A Woman of No Importance,Concert/Performance,483266.00,n/a,483266.00
2017,December 1st,Viraam,Drama,2522.00,n/a,2522.00
2017,December 1st,Vele Hemels Boven de Zevende,Drama,591680.00,n/a,591680.00
2017,December 1st,VerÃ£o Danado,Drama,4027.00,n/a,4027.00
2017,December 1st,La Villa,Drama,5652066.00,n/a,5652066.00
2017,December 1st,The Tribes of Palos Verdes,Drama,,11603.00,
2017,December 1st,Ugly Duckling,Drama,177.00,n/a,177.00
2017,December 1st,Umbral,Drama,1188.00,n/a,1188.00
2017,December 1st,Tera Intezaar,Musical,295700.00,n/a,295700.00
2017,December 1st,Touken Ranbu: Hanamaru - Makuai Kaisouroku,,374052.00,n/a,374052.00
2017,December 1st,Tantei wa bar ni iru 3,Drama,5589299.00,n/a,5589299.00
2017,December 1st,Thiruttu Payale 2,Thriller/Suspense,14378.00,n/a,14378.00
2017,December 1st,Soldier Grandpa,Drama,3314.00,n/a,3314.00
2017,December 1st,Solar,Documentary,948.00,n/a,948.00
2017,December 1st,Thrill Ride,Adventure,,2226.00,
2018,November 30th,Exterminadores do AlÃ©m Contra a Loira do Banheiro,Horror,213040.00,n/a,213040.00
2018,November 30th,Fake Partner,Comedy,213273.00,n/a,213273.00
2017,December 1st,SinfonÃ­a en abril,Documentary,420.00,n/a,420.00
2018,November 30th,Er Shi Sui,Romantic Comedy,457137.00,n/a,457137.00
2018,November 30th,Durante la tormenta,Drama,17361796.00,n/a,17361796.00
2018,May 24th,Diamantino,,164872.00,70088.00,234960.00
2018,November 30th,DriverX,Drama,,n/a,
2018,November 30th,Chvilky,Drama,7718.00,n/a,7718.00
2018,November 30th,BorÃ§,Drama,4618.00,n/a,4618.00
2018,November 30th,Entre dos aguas,Drama,156223.00,n/a,156223.00
2018,November 30th,Bolshoi Ballet: Don Quixote,Concert/Performance,89119.00,n/a,89119.00
2018,March 15th,Bi Bei Shang Geng Bei Shang De Gu Shi,Drama,150333552.00,722669.00,151056221.00
2018,November 30th,Blood Brother,Action,,n/a,
2018,November 30th,Bathtubs Over Broadway,Documentary,,n/a,
2018,November 30th,Araghe Sard,Drama,86880.00,n/a,86880.00
2018,November 30th,Behold my Heart,Drama,6180.00,n/a,6180.00
2018,November 30th,2,Thriller/Suspense,6871135.00,n/a,6871135.00
2018,November 29th,Vse ili nichego,Comedy,1421636.00,n/a,1421636.00
2018,November 29th,L'uomo che comprÃ² la luna,Comedy,1242952.00,n/a,1242952.00
2018,November 29th,Spitak,Action,51018.00,n/a,51018.00
2018,November 29th,The Seven Deadly Sins: Prisoners of the Sky,Action,73439.00,n/a,73439.00
2018,November 29th,Ride,Drama,337046.00,n/a,337046.00
2018,November 29th,Se son rose,Comedy,4878325.00,n/a,4878325.00
2018,November 29th,Saem,Romantic Comedy,19389.00,n/a,19389.00
2018,November 29th,QuÃ© LeÃ³n,Romantic Comedy,,n/a,
2018,November 29th,Provodnik,Horror,471360.00,n/a,471360.00
2017,December 1st,Si tu voyais son coeur,Drama,3700.00,n/a,3700.00
2017,December 1st,Shadowman,Documentary,,13498.00,
2017,November 24th,PÅ™Ã¡nÃ­ k mÃ¡nÃ­,Adventure,316507.00,n/a,316507.00
2017,December 1st,Psychopaths,Horror,51075.00,n/a,51075.00
2017,December 1st,Perfectos Desconocidos,Comedy,31166312.00,n/a,31166312.00
2017,December 1st,Posoki,Drama,195050.00,n/a,195050.00
2017,December 1st,The Shape of Water,Drama,131931359.00,63859435.00,195790794.00
2017,December 1st,Plonger,Drama,184474.00,n/a,184474.00
2017,December 1st,O Fim da InocÃªncia,Drama,536807.00,n/a,536807.00
2017,December 1st,Opera De Paris: Don Carlos,Concert/Performance,10610.00,n/a,10610.00
2017,December 1st,The New Radical,Documentary,,n/a,
2017,December 1st,NiÃ±ato,Drama,4847.00,n/a,4847.00
2017,December 1st,Mujeres En Foco Film Festival,,2.00,n/a,2.00
2017,September 28th,Maximum Impact,Action,31806.00,n/a,31806.00
2017,December 1st,METALLICA Quebec Magnetic,Concert/Performance,54770.00,n/a,54770.00
2017,December 1st,Love Beats Rhymes,Drama,,n/a,
2017,June 29th,"Love, Cecil",Documentary,1883.00,106057.00,107940.00
2017,October 24th,Life & Nothing More,Drama,36890.00,24358.00,61248.00
2017,December 1st,Kvarteto,Drama,231230.00,n/a,231230.00
2017,December 1st,Kolovrat,Action,10424668.00,n/a,10424668.00
2017,December 1st,KÃ¶rfez,Drama,7337.00,n/a,7337.00
2017,December 1st,Mao Pai Jian Hu Ren,,278865.00,n/a,278865.00
2017,December 1st,Kill Me Please,Comedy,8242805.00,n/a,8242805.00
2018,November 29th,Meow Wolf: Origin Story,Documentary,,n/a,
2017,November 17th,Kiwi Christmas,Adventure,198807.00,n/a,198807.00
2018,November 29th,Mowgli: Legend of the Jungle,Action,,n/a,
2018,November 28th,Respect,Documentary,15700.00,n/a,15700.00
2017,December 1st,Os ParÃ§as,Comedy,6290388.00,n/a,6290388.00
2018,November 28th,Gukgabudoui Nal,Drama,27519661.00,n/a,27519661.00
2018,November 28th,From the Mountain a Smile,Drama,550000.00,n/a,550000.00
2018,November 27th,Hello Life,Documentary,693523.00,n/a,693523.00
2018,November 30th,The Possession of Hannah Grace,Horror,28037556.00,14836174.00,42873730.00
2018,November 26th,Piripkura,Documentary,,n/a,
2018,November 24th,Super Kids' Attack,,4979.00,n/a,4979.00
2018,November 23rd,Zhong Guo Lan Kui,Drama,2585854.00,n/a,2585854.00
2018,November 24th,Mult v. Kino Vypusk No. 85,Adventure,106847.00,n/a,106847.00
2018,May 3rd,Doubles vies,Comedy,2794553.00,704919.00,3499472.00
2018,November 23rd,Write When You Get Work,Drama,,n/a,
2018,November 23rd,VendrÃ¡n lluvias suaves,Drama,2119.00,n/a,2119.00
2018,November 23rd,Unidad XV,Drama,3047.00,n/a,3047.00
2018,May 31st,Yomeddine,Adventure,69722.00,11308.00,81030.00
2018,November 23rd,Thimiru Pudichavan,Drama,2839.00,n/a,2839.00
2018,November 24th,8 Remains,Thriller/Suspense,,n/a,
2018,November 23rd,Todas las mujeres que conozco,Documentary,3206.00,n/a,3206.00
2018,November 23rd,Unga Astrid,Drama,840843.00,120486.00,961329.00
2017,December 1st,Jupiter Holdja,Drama,51741.00,n/a,51741.00
2017,December 1st,Inoperable,Horror,,n/a,
2017,December 1st,Keplerâ€™s Dream,Adventure,,n/a,
2017,December 1st,Judge Zhongkui,Adventure,44028.00,n/a,44028.00
2017,December 1st,The Grudge,Horror,886183.00,n/a,886183.00
2017,December 1st,Hagane no Renkinjutsushi,Adventure,8053641.00,n/a,8053641.00
2017,December 1st,GeÃ§miÅŸteki SÄ±r,Drama,2108.00,n/a,2108.00
2017,December 1st,Gangster Land,Action,5124.00,n/a,5124.00
2017,December 1st,Firangi,Comedy,1623686.00,n/a,1623686.00
2017,December 1st,C'est tout pour moi,Comedy,5521370.00,n/a,5521370.00
2017,December 1st,The Eighth Day of a Week,Drama,13739.00,n/a,13739.00
2017,December 1st,Eat Locals,Comedy,6560.00,n/a,6560.00
2017,December 1st,Drawing Home,Adventure,,n/a,
2017,December 1st,Camino A Marte,Comedy,1566750.00,n/a,1566750.00
2017,December 1st,The Disaster Artist,Comedy,7597051.00,21120616.00,28717667.00
2017,December 1st,Daisy Winters,Drama,,n/a,
2017,December 1st,Breaking Brooklyn,Drama,,n/a,
2017,December 1st,Dian Di Lian Meng,,638695.00,n/a,638695.00
2017,December 1st,Bolshoi Ballet: The Nutcracker,Concert/Performance,250744.00,n/a,250744.00
2018,November 23rd,Souvenir The Movie - Mariya Takeuchi Theater Live,Concert/Performance,480066.00,n/a,480066.00
2018,November 23rd,SuperlÃ³pez,Comedy,15458332.00,n/a,15458332.00
