year,release_date,title,genre,international_box_office,domestic_box_office,worldwide_box_office
2014,October 17th,Felony,Thriller/Suspense,,n/a,
2014,October 17th,Eternity: The Movie,Comedy,,8350.00,
2017,April 7th,Urvi,Drama,42.00,n/a,42.00
2014,October 17th,Die Vampirschwestern 2,,4600126.00,n/a,4600126.00
2014,October 17th,Default,Thriller/Suspense,,n/a,
2014,October 17th,Camp X-Ray,Drama,91216.00,9837.00,101053.00
2014,October 17th,The Culture High,Documentary,,n/a,
2014,October 17th,The Break-Up Season,Romantic Comedy,1508320.00,n/a,1508320.00
2014,October 17th,The Book of Life,Adventure,47500000.00,50151543.00,97651543.00
2014,October 17th,Fury,Drama,124497775.00,85817906.00,210315681.00
2014,October 17th,The Best of Me,Drama,14293205.00,26766213.00,41059418.00
2014,October 17th,Birdman or,Black Comedy,60599823.00,42340598.00,102940421.00
2014,October 16th,The Town That Dreaded Sundown,Horror,,n/a,
2014,October 17th,Algorithms,Documentary,,2021.00,
2014,October 24th,Turist,Drama,2482218.00,1359497.00,3841715.00
2014,October 17th,Dear White People,Comedy,999617.00,4404154.00,5403771.00
2014,October 14th,Love Project,,,n/a,
2014,October 15th,Diplomatie,Drama,78912.00,230880.00,309792.00
2014,October 14th,Les Loups,Drama,,n/a,
2014,October 10th,Whiplash,Drama,26031987.00,13092006.00,39123993.00
2014,October 14th,God the Father,Documentary,,109508.00,
2014,October 10th,You're Not You,Drama,921741.00,n/a,921741.00
2014,October 10th,St. Vincent,Comedy,10699522.00,44137712.00,54837234.00
2014,October 10th,The Overnighters,Documentary,9846.00,110764.00,120610.00
2014,October 10th,Met Opera: Romeo et Juliette,Concert/Performance,59364.00,n/a,59364.00
2013,November 22nd,Detroit Unleaded,Comedy,,n/a,
2014,January 23rd,Son of a Gun,Action,254592.00,1411.00,256003.00
2013,November 22nd,Empire of Dirt,Drama,,9635.00,
2013,November 22nd,Contracted,Horror,104260.00,3328.00,107588.00
2013,November 21st,Pay Back,Thriller/Suspense,1887.00,n/a,1887.00
2013,December 20th,Le passÃ©,Drama,14416903.00,1335672.00,15752575.00
2013,February 7th,Le dernier des injustes,Documentary,19327.00,40563.00,59890.00
2013,November 22nd,Bettie Page Reveals All,Documentary,,108118.00,
2013,February 21st,Omar,Thriller/Suspense,128446.00,583000.00,711446.00
2013,January 24th,L'inconnu du lac,Drama,2374164.00,323070.00,2697234.00
2013,November 22nd,Delivery Man,Comedy,24956505.00,30659817.00,55616322.00
2013,June 6th,Borgman,Thriller/Suspense,80893.00,57475.00,138368.00
2013,November 17th,Gori Tere Pyaar Mein,Romantic Comedy,312453.00,n/a,312453.00
2013,November 15th,Tag und Nacht,Drama,5869.00,n/a,5869.00
2013,November 15th,Sweet Dreams,Documentary,,59403.00,
2013,November 15th,"Sunlight, Jr.",Drama,,n/a,
2013,February 14th,The Returned,Horror,321167.00,n/a,321167.00
2013,November 18th,RUSH: Clockwork Angels Tour,Concert/Performance,,n/a,
2013,November 15th,Ram-Leela,Drama,385331.00,n/a,385331.00
2013,November 15th,The Littlest Angel,,37273.00,n/a,37273.00
2013,November 15th,Nebraska,Drama,7106448.00,17654912.00,24761360.00
2013,November 15th,La grande bellezza,Drama,26661203.00,2883879.00,29545082.00
2013,November 15th,Sevgi tasi,Drama,3587.00,n/a,3587.00
2013,November 22nd,The Hunger Games: Catching Fire,Adventure,440200000.00,424668047.00,864868047.00
2013,November 15th,Dear Mr. Watterson,Documentary,,n/a,
2012,November 2nd,Amber Alert,Thriller/Suspense,,n/a,
2012,November 2nd,Wreck-It Ralph,Adventure,307098844.00,189412677.00,496511521.00
2013,April 2nd,Dom Hemingway,Comedy,1333947.00,523511.00,1857458.00
2012,June 9th,Oh Boy,Drama,2237311.00,150275.00,2387586.00
2012,November 1st,Cowboy and Lucky 2: The Last Stand,Action,,n/a,
2012,January 30th,La chispa de la vida,Drama,183135.00,n/a,183135.00
2012,October 29th,Jesus Christ Superstar Live,Concert/Performance,305765.00,n/a,305765.00
2012,October 27th,The Met : Live in HD - Otello,Concert/Performance,,n/a,
2012,February 8th,Lore,Drama,1227538.00,970325.00,2197863.00
2012,October 26th,Yong eui ja X,Thriller/Suspense,,n/a,
2012,April 1st,Stitches,Black Comedy,63555.00,n/a,63555.00
2012,March 29th,Room 237,Documentary,54644.00,263411.00,318055.00
2012,October 26th,Silent Hill: Revelation 3D,Horror,38445453.00,17530219.00,55975672.00
2012,October 26th,The Loneliest Planet,Drama,115141.00,129579.00,244720.00
2012,October 26th,The Ghastly Love of Johnny X,Comedy,,2436.00,
2012,November 8th,Skyfall,Action,806166704.00,304360277.00,1110526981.00
2012,October 26th,Gut,Thriller/Suspense,,n/a,
2012,October 26th,District of Corruption,Documentary,,31954.00,
2012,October 26th,Fun Size,Comedy,1757077.00,9409538.00,11166615.00
2012,October 26th,The Last Fall,,,6568.00,
2012,October 26th,The Black Tulip,Drama,,n/a,
2012,October 26th,Bad Blood,Horror,,1872.00,
2012,October 26th,Cloud Atlas,Drama,103564882.00,27108272.00,130673154.00
2012,May 17th,Jagten,Drama,17622608.00,687185.00,18309793.00
2012,March 8th,Dupa dealuri,Drama,669122.00,117287.00,786409.00
2015,May 15th,Soma 301,Drama,215.00,n/a,215.00
2015,May 15th,Slow West,Western,1859978.00,229094.00,2089072.00
2015,May 15th,Sin hijos,Romantic Comedy,3819914.00,n/a,3819914.00
2015,May 15th,Sicarivs: La noche y el silencio,Thriller/Suspense,33522.00,n/a,33522.00
2012,October 26th,Orchestra of Exiles,Documentary,,34577.00,
2015,May 15th,Shi Er Gong Min,Thriller/Suspense,1990000.00,n/a,1990000.00
2015,May 15th,Purampokku Engira Podhuvudamai,Action,17922.00,n/a,17922.00
2015,April 22nd,Il racconto dei racconti,Drama,9632328.00,102186.00,9734514.00
2015,May 15th,"Pororo, the Racing Adventure",Adventure,325295.00,n/a,325295.00
2015,May 15th,Our Man in Tehran,Documentary,,5573.00,
2015,May 15th,Pound of Flesh,Action,,n/a,
2015,May 15th,Ostwind 2,,8145623.00,n/a,8145623.00
2015,May 15th,Kirmizi,Drama,13951.00,n/a,13951.00
2015,May 15th,Know How,Musical,,3323.00,
2015,May 15th,Ka-teu,Drama,47223.00,n/a,47223.00
2015,May 15th,Kakekomi onna to kakedashi otoko,,6528543.00,n/a,6528543.00
2015,May 15th,I'll See You in My Dreams,Romantic Comedy,15084.00,7449681.00,7464765.00
2015,May 15th,L'homme qu'on aimait trop,Drama,,277528.00,
2015,May 15th,Les hÃ©ritiers,Drama,1081374.00,n/a,1081374.00
2015,May 15th,Every Secret Thing,Thriller/Suspense,,103536.00,
2015,May 15th,Echevarriatik Etxeberriara,Documentary,5289.00,n/a,5289.00
2015,May 15th,DivÃ£ a 2,Comedy,548762.00,n/a,548762.00
2015,May 15th,The Debt,Thriller/Suspense,51534.00,n/a,51534.00
2015,June 19th,Eden,Drama,168427.00,65460.00,233887.00
2015,May 15th,Corsarios,Documentary,140.00,n/a,140.00
2015,May 15th,Duo Ming Lv Xing,Horror,1160000.00,n/a,1160000.00
2016,April 8th,One More Time,Comedy,14284.00,n/a,14284.00
2016,April 8th,My Wife is a Superstar,Romantic Comedy,200000.00,n/a,200000.00
2016,April 8th,Opera De Paris: Il Trovatore,Concert/Performance,12307.00,n/a,12307.00
2016,April 8th,Midnight Record Search,Horror,98027.00,n/a,98027.00
2016,February 17th,My Name Is Emily,Drama,14993.00,n/a,14993.00
2016,April 8th,Login,Drama,4371.00,n/a,4371.00
2016,April 8th,Lobos sucios,Thriller/Suspense,128425.00,n/a,128425.00
2016,April 8th,KÃ¼Ã§Ã¼k Esnaf,Comedy,3140557.00,n/a,3140557.00
2016,April 8th,Korobka,Drama,158481.00,n/a,158481.00
2016,September 30th,En man som heter Ove,Comedy,3279854.00,3479315.00,6759169.00
2016,April 8th,KÄ±zkaÃ§Ä±ran,Comedy,62960.00,n/a,62960.00
2016,December 21st,Julieta,Drama,21390594.00,1489848.00,22880442.00
2016,April 8th,Kali,Thriller/Suspense,37274.00,n/a,37274.00
2016,April 8th,Justo en lo mejor de mi vida,Drama,2993.00,n/a,2993.00
2016,April 8th,Memoria,Drama,42152.00,2242.00,44394.00
2016,April 8th,The Invitation,Thriller/Suspense,123098.00,231738.00,354836.00
2016,April 8th,High Strung,Drama,3482344.00,53447.00,3535791.00
2018,March 30th,Love After Love,Drama,,121098.00,
2018,March 30th,Kuleana,Drama,,n/a,
2018,March 30th,King in the Wilderness,Documentary,,n/a,
2016,April 8th,I am Belfast,Documentary,40601.00,n/a,40601.00
2016,April 8th,Insayt,Drama,893.00,n/a,893.00
2018,March 30th,Kelebekler,Black Comedy,349057.00,n/a,349057.00
2016,April 8th,GuaranÃ­,Drama,8692.00,n/a,8692.00
2018,March 30th,Journeyman,Drama,181592.00,n/a,181592.00
2018,March 30th,The Islands and the Whales,Documentary,15950.00,n/a,15950.00
2018,March 30th,Honey,,1745908.00,n/a,1745908.00
2018,March 30th,Jim Knopf und Lukas der LokomotivfÃ¼hrer,Adventure,12577140.00,n/a,12577140.00
2018,March 30th,Kabus,Horror,8832.00,n/a,8832.00
2018,March 30th,He Jian Shenf Shou,Drama,5737.00,n/a,5737.00
2018,March 30th,Godâ€™s Not Dead: A Light in Darkness,Drama,1625821.00,5728940.00,7354761.00
2018,March 30th,The Gardener,Documentary,41083.00,62734.00,103817.00
2018,March 30th,FourPlay,Comedy,,n/a,
2018,March 30th,Family Possessions,Horror,7194.00,n/a,7194.00
2018,March 30th,Gemini,Thriller/Suspense,,200340.00,
2018,March 30th,"Les dents, pipi et au lit",Comedy,3741800.00,n/a,3741800.00
2018,March 30th,El Club de los buenos infieles,Comedy,98249.00,n/a,98249.00
2018,March 30th,The China Hustle,Documentary,,48650.00,
2018,March 30th,Le collier rouge,Drama,2571450.00,n/a,2571450.00
2018,March 30th,Caught,Horror,,n/a,
2018,March 30th,Croc Blanc,Adventure,7232645.00,n/a,7232645.00
2018,March 30th,Carnivores,Documentary,189126.00,n/a,189126.00
2018,March 30th,Bizim KÃ¶yÃ¼n Sarkisi,Comedy,1730906.00,n/a,1730906.00
2018,March 30th,Birthmarked,Comedy,,n/a,
2018,March 30th,Chal Mohan Ranga,Drama,2334545.00,n/a,2334545.00
2017,April 7th,SÃ¼mela'nÄ±n Åžifresi 3: CÃ¼nyor Temel,Comedy,610815.00,n/a,610815.00
2017,April 7th,Stage Russia: Eugene Onegin,Concert/Performance,6093.00,n/a,6093.00
2017,April 7th,Speech & Debate,Comedy,,n/a,
2018,April 13th,Cake,Drama,82313.00,n/a,82313.00
2017,April 7th,Soldado Argentino solo conocido por Dios,Drama,195201.00,n/a,195201.00
2017,April 7th,Smoking Club 129 Normas,Comedy,5818.00,n/a,5818.00
2017,April 7th,Shot! The Psycho-Spiritual Mantra of Rock,Documentary,3131.00,15157.00,18288.00
2017,April 7th,Royal Ballet: Petipa's The Sleeping Beauty,Concert/Performance,8213.00,n/a,8213.00
2017,April 7th,Six Musicians and the City,Documentary,2361.00,n/a,2361.00
2017,April 7th,Salt And Fire,Thriller/Suspense,1494.00,n/a,1494.00
2017,April 7th,De Premier,Thriller/Suspense,2799.00,n/a,2799.00
2017,October 18th,The Paris Opera,Documentary,729991.00,55482.00,785473.00
2017,April 7th,Paula Rego: Secrets and Stories,Documentary,82208.00,n/a,82208.00
2017,April 7th,La Parrucchiera,Comedy,168321.00,n/a,168321.00
2017,April 7th,The Oscar Nominated Short Films 2017: Animation,Multiple Genres,15644.00,n/a,15644.00
2017,April 7th,Les mauvaises herbes,,52180.00,n/a,52180.00
2017,April 7th,Ã“rbita 9,Drama,285855.00,n/a,285855.00
2017,April 7th,Maracaibo,Thriller/Suspense,77523.00,n/a,77523.00
2017,April 7th,Mak Dau Dong Dong Poon Ngo Sum,Adventure,7093313.00,n/a,7093313.00
2017,April 7th,Mad to be Normal,Drama,81787.00,n/a,81787.00
2017,April 7th,Les P'tits explorateurs,Adventure,37723.00,n/a,37723.00
2017,April 7th,Liu Yue Yu Gong Jian,Comedy,31290.00,n/a,31290.00
2017,April 7th,Kaatru Veliyidai,Drama,164993.00,n/a,164993.00
2017,April 7th,Ji Fei Gou Tiao,Action,9565.00,n/a,9565.00
2017,April 7th,Inu ni namae wo tsukeru hi,Drama,9093.00,n/a,9093.00
2014,October 10th,Meet the Mormons,Documentary,1808.00,6047363.00,6049171.00
2014,October 10th,Kite,Action,,n/a,
2014,October 10th,Kill the Messenger,Thriller/Suspense,4205859.00,2450846.00,6656705.00
2014,October 10th,I Am Ali,Documentary,,6526.00,
2014,October 10th,The Judge,Drama,28954168.00,47119388.00,76073556.00
2014,October 10th,#Stuck,Romantic Comedy,,n/a,
2014,October 10th,Harmontown,Documentary,,n/a,
2014,October 10th,Dod Sno 2,Black Comedy,,32617.00,
2014,October 10th,The Houses October Built,Horror,,n/a,
2014,October 10th,Las chicas del 3Âº,,1488.00,n/a,1488.00
2014,October 10th,The Canal,Horror,73432.00,n/a,73432.00
2014,October 10th,"Christian Mingle, The Movie",Romantic Comedy,8340.00,19836.00,28176.00
2014,October 10th,The Devil's Hand,Thriller/Suspense,134370.00,4239.00,138609.00
2014,October 10th,Gold,Comedy,,n/a,
2014,October 10th,AutÃ³mata,Thriller/Suspense,6775458.00,n/a,6775458.00
2014,October 10th,Bogowie,Drama,11603941.00,n/a,11603941.00
2014,October 10th,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Adventure,34425138.00,66954149.00,101379287.00
2014,October 9th,Manos sucias,Thriller/Suspense,,n/a,
2014,October 10th,Addicted,Drama,108472.00,17390770.00,17499242.00
2014,October 9th,Jack,Drama,,n/a,
2014,October 10th,Awake: The Life of Yogananda,Documentary,571436.00,1511750.00,2083186.00
2014,October 3rd,Xin Hua Lu Fang,Comedy,187970000.00,774961.00,188744961.00
2014,October 3rd,Torrente 5. OperaciÃ³n Eurovegas,Comedy,13580332.00,n/a,13580332.00
2014,October 3rd,Pek Yakinda,Comedy,10611890.00,n/a,10611890.00
2013,November 15th,Cold Turkey,Comedy,,n/a,
2013,November 15th,The Christmas Candle,Adventure,301829.00,1632000.00,1933829.00
2014,October 3rd,The Supreme Price,Documentary,,n/a,
2013,November 15th,Charlie Countryman,Drama,,n/a,
2013,November 15th,12/12/2012,Concert/Performance,,n/a,
2013,November 15th,The Best Man Holiday,Comedy,2310515.00,70525195.00,72835710.00
2013,April 18th,Make Your Move,Musical,51533.00,125106.00,176639.00
2013,November 15th,Blood Money,Thriller/Suspense,1437391.00,n/a,1437391.00
2013,November 7th,Jigoku de naze warui,Action,31445.00,28534.00,59979.00
2013,May 30th,Filth,Black Comedy,9079853.00,34411.00,9114264.00
2013,November 13th,Ilya and Emilia Kabakov: Enter Here,Documentary,,n/a,
2013,November 8th,People of a Feather,Documentary,,5677.00,
2013,February 21st,Au bonheur des ogres,Drama,355937.00,17221.00,373158.00
2013,November 8th,The Motel Life,Drama,,n/a,
2013,November 8th,Last Summer,Drama,380431.00,n/a,380431.00
2013,November 8th,Le jour attendra,Thriller/Suspense,,n/a,
2013,November 8th,How I Live Now,Drama,1071499.00,60360.00,1131859.00
2013,November 8th,Go For Sisters,Thriller/Suspense,,70495.00,
2013,November 8th,The Ghosts in Our Machine,Documentary,,20709.00,
2013,November 8th,Best Man Down,Comedy,,1938.00,
2013,November 8th,At Berkeley,Documentary,,31736.00,
2013,November 8th,The Book Thief,Drama,54598230.00,21488481.00,76086711.00
2013,November 8th,Flores Raras,Documentary,40253.00,45502.00,85755.00
2013,November 8th,Ass Backwards,Comedy,,n/a,
2013,November 8th,Great Expectations,Drama,661443.00,258656.00,920099.00
2012,October 25th,Birdemic: Shock and Terror,Horror,,n/a,
2012,October 26th,Chasing Mavericks,Drama,2298065.00,6002756.00,8300821.00
2013,November 7th,Rasputin,Drama,1834763.00,n/a,1834763.00
2012,October 24th,Chakravyuh,Action,2827265.00,n/a,2827265.00
2013,November 8th,The Armstrong Lie,Documentary,262182.00,381703.00,643885.00
2012,October 19th,Yogawoman,Documentary,,n/a,
2012,October 24th,The Zen of Bennett,Documentary,,n/a,
2012,October 23rd,The Story of Levi Leipheimer - The Levi Effect,Documentary,,n/a,
2012,October 19th,That's What She Said,Comedy,,n/a,
2012,October 19th,When the Iron Bird Flies,Documentary,,13598.00,
2012,October 19th,The Sessions,Drama,5492753.00,6002451.00,11495204.00
2012,October 19th,Hating Breitbart,Documentary,,96728.00,
2012,October 19th,Nobody Walks,Drama,,25342.00,
2012,March 15th,Ginger & Rosa,Drama,402923.00,1012973.00,1415896.00
2012,October 19th,Tai Chi Zero,Action,24578459.00,212094.00,24790553.00
2012,October 19th,The First Time,Romantic Comedy,,22836.00,
2012,October 19th,The Flat,Documentary,282702.00,471842.00,754544.00
2012,October 19th,Four Assassins,Drama,,n/a,
2012,October 19th,El Cartel De Los Sapos,,6197324.00,n/a,6197324.00
2012,October 19th,Et si on vivait tous ensemble?,Comedy,1197056.00,43180.00,1240236.00
2012,October 19th,Bigfoot: The Lost Coast Tapes,Thriller/Suspense,,n/a,
2012,October 19th,Bestiaire,Documentary,,1428.00,
2012,October 18th,Smitty,Drama,4243.00,n/a,4243.00
2012,October 19th,Brooklyn Castle,Documentary,,219407.00,
2012,August 29th,Road to Ninja: Naruto the Movie,Action,1071136.00,n/a,1071136.00
2012,October 19th,Alter Egos,Comedy,,n/a,
2012,October 19th,Student of the Year,Romantic Comedy,12702974.00,326508.00,13029482.00
2015,May 15th,Azem 2: Cin Garezi,Horror,113871.00,n/a,113871.00
2015,May 15th,Chong sheng ai ren,Drama,2840000.00,n/a,2840000.00
2015,May 15th,Animals,Drama,,22001.00,
2015,May 15th,Childless,Drama,,1036.00,
2015,May 15th,Ak-ui yeon-dae-gi,,15315552.00,n/a,15315552.00
2015,May 15th,Absolution,Action,,n/a,
2015,December 4th,A Royal Night Out,Drama,4866510.00,228136.00,5094646.00
2015,May 15th,Area 51,Thriller/Suspense,,7556.00,
2015,May 15th,36 Vayadhinile,Drama,46138.00,n/a,46138.00
2015,May 15th,Mad Max: Fury Road,Action,213821520.00,153636354.00,367457874.00
2015,May 13th,Stone Cold Jane Austen,Comedy,,n/a,
2015,May 15th,Bombay Velvet,Drama,212880.00,450692.00,663572.00
2015,May 13th,Verbotene Filme,Documentary,,n/a,
2015,May 8th,Yeonaeui mat,Drama,1492463.00,n/a,1492463.00
2015,May 9th,A Li Ba Ba: Da Dao Qi Bing,Adventure,2290000.00,n/a,2290000.00
2015,May 13th,Dark Star: H.R. Giger's World,Documentary,,61845.00,
2015,May 13th,"One Cut, One Life",Documentary,392.00,9406.00,9798.00
2015,May 8th,Le talent de mes amis,Comedy,375633.00,n/a,375633.00
2015,May 8th,Sweet Home,Horror,441394.00,n/a,441394.00
2015,May 8th,Xuan zhan,Thriller/Suspense,210000.00,n/a,210000.00
2015,December 4th,Spooks: The Greater Good,Action,5328721.00,n/a,5328721.00
2015,May 8th,The Seven Five,Documentary,33502.00,40674.00,74176.00
2015,May 8th,Skin Trade,Action,,1242.00,
2015,May 8th,Sister Code,Comedy,,n/a,
2016,April 8th,Chu tai chiu fung,Drama,852743.00,n/a,852743.00
2015,October 14th,Sarusuberi: Miss Hokusai,Drama,154674.00,222670.00,377344.00
2016,April 8th,The Channel,Horror,,18319.00,
2016,April 8th,Ghost Neighbor,Thriller/Suspense,88441.00,n/a,88441.00
2016,April 8th,"Bien de Familia, una pelÃ­cula musical",Musical,497.00,n/a,497.00
2016,April 8th,Azem 3: Cin Tohumu,Horror,282496.00,n/a,282496.00
2016,April 8th,Baba Mirasi,Comedy,36149.00,n/a,36149.00
2016,April 8th,A Bruta Flor do Querer,Drama,6080.00,n/a,6080.00
2016,April 8th,Broke,Drama,18616.00,n/a,18616.00
2016,April 8th,30 Days with my Brother,Drama,,n/a,
2016,April 8th,91.1,Comedy,2081.00,n/a,2081.00
2016,April 7th,Insane,Thriller/Suspense,7678288.00,n/a,7678288.00
2016,April 7th,Xuan Yuan The Great Emperor,Drama,225876.00,n/a,225876.00
2016,April 8th,Mr. Right,Romantic Comedy,795680.00,34694.00,830374.00
2016,December 2nd,L'avenir,Drama,4580413.00,388265.00,4968678.00
2016,April 7th,The Dying of the Light,Documentary,,6627.00,
2016,April 15th,The Jungle Book,Adventure,589553295.00,364001123.00,953554418.00
2016,April 8th,Hardcore Henry,Action,7935396.00,9252038.00,17187434.00
2016,April 7th,Before I Wake,Horror,4937677.00,n/a,4937677.00
2016,April 6th,Vita Activa: The Spirit of Hannah Arendt,Documentary,24748.00,82143.00,106891.00
2016,April 6th,Le fantÃ´me de Canterville,Romantic Comedy,1918805.00,n/a,1918805.00
2016,April 22nd,The Huntsman: Winterâ€™s War,Action,117146287.00,48003015.00,165149302.00
2016,April 8th,Demolition,Drama,2274705.00,1978592.00,4253297.00
2016,April 6th,Couple in a Hole,Thriller/Suspense,42298.00,n/a,42298.00
2016,April 8th,The Boss,Comedy,15574647.00,63077560.00,78652207.00
2018,March 30th,Barrage,Drama,3064.00,n/a,3064.00
2016,November 18th,Bastille Day,Action,8781705.00,50269.00,8831974.00
2018,March 30th,Best F,Black Comedy,6007.00,n/a,6007.00
2018,March 30th,Baaghi 2,Action,31089276.00,1319579.00,32408855.00
2016,April 5th,Stealing Cars,Drama,,n/a,
2018,March 30th,After Louie,Drama,,n/a,
2018,March 29th,Yu jian ni zhen hao,Drama,8051388.00,n/a,8051388.00
2018,March 30th,ArapsaÃ§i,Comedy,62034.00,n/a,62034.00
2018,March 29th,Vikadakumaran,Multiple Genres,378753.00,n/a,378753.00
2018,March 29th,Io c'Ã¨,Comedy,1520812.00,n/a,1520812.00
2018,March 29th,Kanikuly prezidenta,Comedy,690196.00,n/a,690196.00
2018,March 29th,Hasta que la boda nos separe,Comedy,7650818.00,n/a,7650818.00
2018,March 29th,Kuttanadan Marppapa,Multiple Genres,911598.00,n/a,911598.00
2018,March 28th,Kirk Cameron: Connect,Documentary,,n/a,
2018,April 6th,Blockers,Comedy,34212286.00,60311495.00,94523781.00
2018,March 30th,Acrimony,Thriller/Suspense,3078740.00,43549096.00,46627836.00
2018,April 6th,7 Nyeonui Bam,Thriller/Suspense,3690265.00,n/a,3690265.00
2018,March 24th,Ice Dragon: Legend of the Blue Daisies,Adventure,,n/a,
2018,March 23rd,Wu Mo Zhi Sha,Horror,169861.00,n/a,169861.00
2018,March 23rd,Zat-Ä± Mahfuz,Documentary,3898.00,n/a,3898.00
2018,March 23rd,What We Started,Documentary,,n/a,
2018,June 8th,"Westwood: Punk, Icon, Activist",Documentary,297994.00,58799.00,356793.00
2018,March 23rd,Tyut pei ba ba,Comedy,1264734.00,13331.00,1278065.00
2018,March 23rd,Vykradena pryntsesa: Ruslan i Ludmila,Comedy,4353252.00,n/a,4353252.00
2018,March 23rd,Un tigre arriba de la mesa,Documentary,322.00,n/a,322.00
2018,March 23rd,Triumph: The Untold Story of Perry Wallace,Documentary,,n/a,
2017,April 7th,Inside:A Chinese Horror Story,Horror,49822.00,n/a,49822.00
2017,April 7th,The Hotel,Thriller/Suspense,,n/a,
2017,April 7th,The Eyes,Thriller/Suspense,,n/a,
2017,April 7th,Gifted,Drama,12163444.00,24801212.00,36964656.00
2017,April 7th,EmpatÃ­a,Documentary,12815.00,n/a,12815.00
2017,April 7th,Hai Jiao You Ge Wu Dian Shi,,9869.00,n/a,9869.00
2017,April 7th,Ejercicios de memoria,Documentary,966.00,n/a,966.00
2017,April 14th,The Fate of the Furious,Action,1010939031.00,225764765.00,1236703796.00
2017,April 7th,DrÃ¦berne fra Nibe,Comedy,175265.00,n/a,175265.00
2017,April 7th,Diario de viaje por EspaÃ±a,Documentary,204.00,n/a,204.00
2017,March 2nd,Dance Academy,Drama,1535387.00,n/a,1535387.00
2017,April 7th,Corporate,Thriller/Suspense,2012822.00,n/a,2012822.00
2018,March 29th,Contromano,Comedy,2024463.00,n/a,2024463.00
2017,April 28th,A Dark Song,Horror,23745.00,n/a,23745.00
2017,April 7th,Colossal,Drama,1270826.00,3194575.00,4465401.00
2017,April 7th,Cheliyaa,Drama,6050.00,n/a,6050.00
2017,April 7th,The Case for Christ,Drama,3288046.00,14678714.00,17966760.00
2017,April 7th,City of Tiny Lights,Thriller/Suspense,54853.00,n/a,54853.00
2017,April 7th,Bordo Bereliler Suriye,Action,355830.00,n/a,355830.00
2017,April 7th,Bolshoi Ballet A Hero of Our Time,Concert/Performance,68145.00,n/a,68145.00
2017,April 7th,Ã€ bras ouverts,Comedy,9201795.00,n/a,9201795.00
2017,April 7th,Bamse och tjuvstaden,Adventure,16215.00,n/a,16215.00
2017,April 7th,Bethany,Horror,31442.00,n/a,31442.00
2017,April 7th,Ataque de pÃ¡nico,Documentary,1747.00,n/a,1747.00
2017,April 7th,The Assignment,Thriller/Suspense,601082.00,n/a,601082.00
2014,October 3rd,McDull: Me & My Mum,Adventure,6932179.00,n/a,6932179.00
2014,October 3rd,Left Behind,Thriller/Suspense,6749285.00,14019924.00,20769209.00
2014,October 3rd,Last Hijack,Documentary,2088.00,n/a,2088.00
2014,October 3rd,A Good Marriage,Thriller/Suspense,,n/a,
2014,October 3rd,Gone Girl,Thriller/Suspense,199393592.00,167767189.00,367160781.00
2014,October 3rd,The Good Lie,Drama,63354.00,2722209.00,2785563.00
2014,October 3rd,The Hero of Color City,Adventure,630000.00,32188.00,662188.00
2014,October 3rd,Drive Hard,Action,,n/a,
2014,October 3rd,Bitter Honey,Documentary,,n/a,
2014,October 2nd,Haider,Drama,116162.00,1048143.00,1164305.00
2014,October 3rd,Inner Demons,Horror,,n/a,
2014,October 3rd,Annabelle,Horror,172589107.00,84273813.00,256862920.00
2014,October 1st,Pi Zi Ying Xiong 2,Action,,n/a,
2014,October 2nd,Bang Bang,Action,35800000.00,2581138.00,38381138.00
2014,October 1st,Nas: Time is Illmatic,Documentary,,164540.00,
2014,October 1st,"Men, Women and Children",Comedy,979495.00,705908.00,1685403.00
2014,October 2nd,From Here to Eternity: The Musical,Musical,,n/a,
2014,October 10th,Dracula Untold,Action,164249843.00,55991880.00,220241723.00
2014,October 31st,Horns,Horror,85918.00,164480.00,250398.00
2014,October 1st,16 Stones,Adventure,,n/a,
2014,September 26th,Who Am I - Kein System ist sicher,Drama,7153465.00,n/a,7153465.00
2014,October 1st,Der Anstandige,Documentary,,21327.00,
2014,July 10th,What We Did on Our Holiday,Comedy,3749765.00,4200.00,3753965.00
2014,September 26th,The Song,Drama,,1005691.00,
2014,September 26th,Two Night Stand,Romantic Comedy,852481.00,15600.00,868081.00
2013,November 7th,The Mercury Conspiracy,Thriller/Suspense,,n/a,
2013,November 7th,Geograf globus propil,Drama,4454853.00,n/a,4454853.00
2013,November 6th,Sake-Bomb,Comedy,,n/a,
2013,April 25th,Jeune & Jolie,Drama,2018099.00,99118.00,2117217.00
2013,November 7th,Das kleine Gespenst,Adventure,6024589.00,n/a,6024589.00
2013,December 6th,Inside Llewyn Davis,Drama,19695038.00,13248209.00,32943247.00
2013,April 18th,En solitaire,Adventure,6397101.00,103628.00,6500729.00
2013,November 3rd,Satya 2,Drama,,n/a,
2013,May 30th,Attila Marcel,Comedy,1272787.00,25601.00,1298388.00
2013,November 6th,A Case of You,Romantic Comedy,,n/a,
2013,November 1st,These Birds Walk,Documentary,,14000.00,
2013,November 1st,Running from Crazy,Documentary,,33300.00,
2013,November 15th,The Starving Games,Comedy,176615.00,n/a,176615.00
2013,November 1st,The Pervert's Guide to Ideology,Documentary,,49072.00,
2013,November 22nd,Philomena,Drama,61253413.00,37709979.00,98963392.00
2013,November 1st,Mysteries of the Unseen World,Documentary,332944.00,n/a,332944.00
2013,November 1st,Man of Tai Chi,Action,2054941.00,n/a,2054941.00
