sales_id;year;release_date;title;genre;international_box_office;domestic_box_office;worldwide_box_office
12905;2017;February 17th;Xue San Xiong Ling;Horror;181698;n/a;181698
12906;2017;February 17th;Vigilia;Drama;2240;n/a;2240
12907;2017;February 17th;Running Shaadi;Romantic Comedy;8695;n/a;8695
12908;2017;February 17th;Shanghai Wang;Drama;1640000;n/a;1640000
12909;2017;February 17th;Rock'n Roll;Comedy;9498348;n/a;9498348
12910;2017;February 17th;A Stork's Journey;Adventure;13325206;n/a;13325206
12911;2017;February 17th;Singkeul Laideo;Drama;2354360;n/a;2354360
12912;2017;February 17th;PolandJa;Comedy;792205;n/a;792205
12913;2017;February 17th;Wan Mei You Duo Mei;Thriller/Suspense;1213654;n/a;1213654
12914;2017;February 17th;Paris Opera Ballet: Swan Lake;Concert/Performance;19575;n/a;19575
12915;2017;February 17th;Pushpaka Vimana;;499;n/a;499
12916;2008;October 17th;W.;Drama;3041285;25534493;28575778
12917;2008;October 17th;What Just Happened;Comedy;1321176;1090947;2412123
12918;2008;October 17th;Sex Drive;Comedy;2010000;8402485;10412485
12919;2008;October 17th;Tru Loved;Romantic Comedy;;9467;
12920;2008;October 17th;The Secret Life of Bees;Drama;2213861;37780486;39994347
12921;2008;October 17th;Saving Marriage;Documentary;;18720;
12922;2008;October 17th;Morning Light;Documentary;;275093;
12923;2008;October 17th;Filth and Wisdom;Comedy;;22406;
12924;2008;October 17th;Flashbacks of a Fool;Drama;;1020;
12925;2008;October 17th;Los 2 lados de la cama;Comedy;;n/a;
12926;2008;October 10th;Quarantine;Horror;10232963;31691811;41924774
12927;2008;October 17th;Max Payne;Action;47085657;40689393;87775050
12928;2008;October 17th;The Elephant King;Drama;;22251;
12929;2008;October 10th;Nights and Weekends;Drama;;5430;
12930;2008;October 15th;Frontrunners;Documentary;;26976;
12931;2008;October 10th;Lower Learning;Comedy;;2804;
12932;2008;October 10th;La Leon;Drama;;1708;
12933;2008;October 10th;Happy-Go-Lucky;Comedy;17722163;3512016;21234179
12934;2008;October 10th;Fall of Hyperion;Thriller/Suspense;;1093;
12935;2008;October 10th;Good Dick;Drama;23608;28835;52443
12936;2008;October 4th;The Express;Drama;19903;9793406;9813309
12937;2008;October 10th;Fraude;Documentary;;3373;
12938;2008;October 10th;City of Ember;Adventure;9958551;7873007;17831558
12939;2008;October 10th;Ice Blues: A Donald Strachey Mystery;Thriller/Suspense;;1377;
12940;2009;December 11th;Rocket Singh: Salesman of the Year;;5184118;164649;5348767
12941;2008;October 10th;Choose Connor;Drama;;5788;
12942;2009;December 11th;The Lovely Bones;Drama;50780216;44114232;94894448
12943;2009;December 11th;According to Greta;Drama;;n/a;
12944;2009;December 11th;Larger than Life 3D: The Dave Matthews Band;Concert/Performance;;246042;
12945;2009;December 11th;NoÃƒÂ©mie: Le secret;;;283459;
12946;2009;December 10th;Fung Wan II;Action;;n/a;
12947;2009;December 4th;Up in the Air;Drama;83019358;83823381;166842739
12948;2009;December 11th;Invictus;Drama;87022647;37491364;124514011
12949;2009;December 4th;Transylmania;Black Comedy;10588;397641;408229
12950;2009;December 4th;Sleeping and Waking;Drama;;n/a;
12951;2009;December 4th;Serious Moonlight;;310000;25339;335339
12952;2009;December 4th;The Strip;;;5107;
12953;2009;December 4th;One Peace at a Time;Documentary;;11698;
12954;2009;December 4th;Paa;;9592054;199228;9791282
12955;2009;December 4th;Everybody's Fine;Drama;;9208876;
12956;2009;December 4th;Armored;Thriller/Suspense;7672162;15988876;23661038
12957;2009;December 4th;Brothers;Drama;16499713;28544157;45043870
12958;2009;December 2nd;Made for Each Other;;;n/a;
12959;2009;November 27th;The Private Lives of Pippa Lee;Drama;;337356;
12960;2009;November 27th;Pour toujours, les Canadiens;;;521544;
12961;2009;November 27th;Nativity;Comedy;7101013;n/a;7101013
12962;2009;November 27th;The Cry of the Owl;Thriller/Suspense;;n/a;
12963;2009;November 25th;The Road;Drama;21092462;8114270;29206732
12964;2011;August 26th;Suing the Devil;Comedy;;n/a;
12965;2011;August 26th;Shut Up Little Man! An Audio Misadventure;Documentary;;23901;
12966;2011;August 26th;Sans queue ni tete;Drama;;8856;
12967;2009;November 25th;Old Dogs;Comedy;45612244;49492060;95104304
12968;2011;August 26th;Politics of Love;Romantic Comedy;;n/a;
12969;2011;August 26th;Our Idiot Brother;Comedy;1046419;24814830;25861249
12970;2011;August 26th;Redemption Road;Drama;;29384;
12971;2011;August 26th;Los ojos de Julia;Horror;14404529;n/a;14404529
12972;2011;August 26th;The Family Tree;Black Comedy;;6035;
12973;2011;August 26th;Colombiana;Thriller/Suspense;35629408;36665854;72295262
12974;2011;August 26th;Don't Be Afraid of the Dark;Horror;15079745;24046682;39126427
12975;2011;August 26th;Circumstance;Drama;504857;454121;958978
12976;2011;August 26th;Evidence of a Haunting;Horror;;71834;
12977;2011;August 26th;Chasing Madoff;Documentary;;28850;
12978;2011;August 26th;The Caller;Thriller/Suspense;;n/a;
12979;2011;August 17th;Les bien-aimÃƒÂ©s;Drama;84354;124405;208759
12980;2009;November 25th;The Princess and the Frog;Adventure;166596479;104400899;270997378
12981;2011;August 23rd;Higher Ground;Drama;1637;841056;842693
12982;2011;August 26th;Brighton Rock;Drama;;229653;
12983;2011;August 20th;Usagi Doroppu;Comedy;1290391;n/a;1290391
12984;2011;August 19th;Wu Jia Zhi Bao;Comedy;3071161;n/a;3071161
12985;2011;August 19th;Spy Kids: All the Time in the World;Adventure;42144807;38536376;80681183
12986;2011;August 19th;The Worst Movie EVER!;Comedy;244;25206;25450
12987;2011;August 19th;Programming the Nation?;Documentary;;n/a;
12988;2011;August 19th;The Smell of Success;Comedy;;n/a;
12989;2011;August 19th;The Missing Piece: The Truth About Vincenzo Peruggia and the Unthinkable Theft of the Mona Lisa;Documentary;;n/a;
12990;2011;August 19th;Na xie nian, wo men yi qi zhui de nv hai;Romantic Comedy;34464510;n/a;34464510
12991;2011;August 19th;A Horrible Way To Die;Horror;;n/a;
12992;2010;November 12th;Skyline;Thriller/Suspense;46848618;21416355;68264973
12993;2010;November 12th;The Practice of the Wild;Documentary;;n/a;
12994;2010;November 12th;Helena From the Wedding;Drama;;2692;
12995;2010;November 12th;Cool It;Documentary;7876;62713;70589
12996;2010;November 12th;Disko ja tuumasoda;Documentary;;n/a;
12997;2010;November 10th;Morning Glory;Comedy;28783338;31011732;59795070
12998;2010;November 5th;Red Hill;Thriller/Suspense;323310;21087;344397
12999;2010;November 5th;Violet Tendencies;Comedy;;13304;
13000;2010;November 5th;Guy and Madeline on a Park Bench;Musical;;33841;
13001;2010;November 5th;Megamind;Adventure;173471355;148415853;321887208
13002;2010;November 5th;Golmaal 3;Comedy;30924617;1132192;32056809
13003;2010;November 5th;Four Lions;Black Comedy;8297686;310007;8607693
13004;2010;November 5th;Fair*Game;Drama;12252214;9540691;21792905
13005;2010;November 5th;For Colored Girls;Drama;288175;37729698;38017873
13006;2010;November 5th;Due Date;Comedy;111200000;100539043;211739043
13007;2010;November 5th;Client 9: The Rise and Fall of Eliot Spitzer;Documentary;;189416;
13008;2010;October 29th;Winston Churchill: Walking with Destiny;Documentary;;212601;
13009;2010;December 29th;Another Year;Drama;16799907;3205706;20005613
13010;2010;November 5th;Action Replayy;Drama;11446966;410262;11857228
13011;2010;October 29th;Wild Target;Comedy;5204856;109338;5314194
13012;2010;November 3rd;Hors la loi;Drama;1459269;n/a;1459269
13013;2010;November 5th;127 Hours;Drama;41881941;18335230;60217171
13014;2010;October 29th;Waste Land;Documentary;;187716;
13015;2010;October 29th;Welcome to the Rileys;Drama;203062;152857;355919
13016;2014;October 3rd;HundraÃƒÂ¥ringen som klev ut genom fÃƒÂ¶nstret och fÃƒÂ¶rsvann;Comedy;1514743;1083762;2598505
13017;2014;June 17th;Alpha Alert;Thriller/Suspense;;n/a;
13018;2010;October 29th;Walkaway;Drama;;n/a;
13019;2014;June 13th;Lullaby;Drama;;n/a;
13020;2014;June 13th;The Signal;Thriller/Suspense;2064426;600896;2665322
13021;2014;December 19th;Kis uykusu;Drama;1787973;165520;1953493
13022;2014;June 13th;La petite reine;Drama;;430527;
13023;2014;June 13th;The Human Race;Action;;n/a;
13024;2014;June 13th;Los insolitos peces gato;Comedy;43387;11278;54665
13025;2014;June 13th;Ivory Tower;Documentary;;99555;
13026;2014;June 13th;I Am I;Drama;;n/a;
13027;2014;June 13th;Hellion;Drama;;51748;
13028;2014;June 13th;Alone Yet Not Alone;Drama;;795755;
13029;2014;June 13th;Evergreen: The Road to Legalization;Documentary;;2363;
13030;2014;June 13th;Dast-Neveshtehaa Nemisoosand;Drama;;6295;
13031;2014;June 13th;Corpus Christi;Documentary;267549;n/a;267549
13032;2014;June 13th;All Cheerleaders Die;Black Comedy;;n/a;
13033;2014;June 12th;7500;Thriller/Suspense;1153271;n/a;1153271
13034;2014;June 11th;Zarra's Law;Drama;;n/a;
13035;2014;March 6th;Two Men in Town;Drama;2514;n/a;2514
13036;2014;March 27th;Feher isten;Drama;304424;282358;586782
13037;2014;June 7th;Team Hotwheels: The Origin of Awesome;Adventure;;n/a;
13038;2014;June 20th;Third Person;Drama;1070272;1019038;2089310
13039;2014;June 6th;Willow Creek;Horror;;n/a;
13040;2014;June 6th;Torment;Horror;;n/a;
13041;2013;July 17th;Turbo;Adventure;203868448;83028130;286896578
13042;2013;July 17th;Computer Chess;Comedy;25811;102041;127852
13043;2013;July 17th;Aya de Yopougon;Drama;;n/a;
13044;2014;June 11th;Horici ker;Drama;;26105;
13045;2013;July 12th;Viola;Drama;;20669;
13046;2013;July 16th;JOSH GROBAN LIVE: All That Echoes;Concert/Performance;;n/a;
13047;2013;July 12th;V/H/S 2;Horror;;21833;
13048;2013;July 12th;Revelation Road 2;;;4871;
13049;2013;July 12th;Terms and Conditions May Apply;Documentary;33293;55824;89117
13050;2013;July 12th;Killing Season;Thriller/Suspense;48922;n/a;48922
13051;2013;July 12th;Pawn Shop Chronicles;Action;;8088;
13052;2013;July 12th;The Hot Flashes;Comedy;;n/a;
13053;2013;July 12th;Fruitvale Station;Drama;1450647;16098998;17549645
13054;2013;July 12th;Diaz: Don't Clean Up This Blood;Drama;;398;
13055;2013;July 12th;Bhaag Milkha Bhaag;;;1626289;
13056;2013;July 12th;Dealin' with Idiots;Comedy;;16757;
13057;2013;July 10th;The Metropolitan Opera: Live in HD Summer Encore Ã¢â‚¬â€œ Armida;;;n/a;
13058;2013;July 12th;Pacific Rim;Action;309200000;101802906;411002906
13059;2013;July 12th;Crystal Fairy;Comedy;;195257;
13060;2013;July 12th;Grown Ups 2;Comedy;113355283;133668525;247023808
13061;2013;July 10th;Israel: A Home Movie;Documentary;;n/a;
13062;2013;July 9th;Coffee Town;Comedy;;n/a;
13063;2013;July 5th;The Way Way Back;Comedy;5351120;21502690;26853810
13064;2013;July 5th;Man Tam;Action;32061558;n/a;32061558
13065;2013;July 5th;Stuck in Love;Comedy;39319;78950;118269
13066;2013;July 5th;Just Like a Woman;Drama;;n/a;
13067;2012;June 15th;The Girl From the Naked Eye;Action;;n/a;
13068;2012;June 15th;Patang;Drama;;n/a;
13069;2012;June 15th;Extraterrestre;Comedy;;n/a;
13070;2012;June 15th;Ferrari Ki Sawaari;Comedy;6056990;420046;6477036
13071;2012;June 15th;Desmadre;;2764;n/a;2764
13072;2012;June 29th;Take This Waltz;Drama;3623640;1239692;4863332
13073;2012;August 3rd;Soldiers of Fortune;Thriller/Suspense;1511524;38898;1550422
13074;2012;June 15th;Americano;;;n/a;
13075;2012;July 6th;Collaborator;Comedy;3696;n/a;3696
13076;2012;June 14th;Antapal;;910274;n/a;910274
13077;2012;September 21st;17 filles;Drama;57996;15002;72998
13078;2012;July 27th;Ai Weiwei: Never Sorry;Documentary;318682;489074;807756
13079;2012;June 15th;ThatÃ¢â‚¬â„¢s My Boy;Comedy;21948592;36931089;58879681
13080;2012;October 7th;Bienvenue parmi nous;;1143544;5912;1149456
13081;2012;June 9th;Hotaru no Hikari;Drama;20753277;n/a;20753277
13082;2012;June 11th;Tahrir;Documentary;;n/a;
13083;2012;June 8th;Safety Not Guaranteed;Comedy;411361;4010957;4422318
13084;2012;June 8th;Peace, Love, and Misunderstanding;Comedy;;542762;
13085;2012;June 13th;Marina Abramovic: The Artist Is Present;Documentary;14576364;86637;14663001
13086;2012;June 15th;Rock of Ages;Musical;22513319;38518613;61031932
13087;2012;July 6th;The Pact;Horror;5804574;n/a;5804574
13088;2012;June 8th;Lola Versus;Comedy;257351;252603;509954
13089;2012;June 8th;For the Love of Money;Drama;;n/a;
13090;2012;June 8th;Patagonia Rising;Documentary;;2064;
13091;2015;March 18th;Kumiko, The Treasure Hunter;Drama;150958;623383;774341
13092;2015;March 18th;Amour fou;Drama;;14296;
13093;2015;March 20th;The Divergent Series: Insurgent;Action;164896810;130179072;295075882
13094;2015;March 17th;Il-sa-gag-o;Documentary;598595;n/a;598595
13095;2015;March 17th;The Forecaster;Documentary;250;10172;10422
13096;2015;July 3rd;Robot Overlords;Action;991329;n/a;991329
13097;2012;June 8th;Madagascar 3: Europe's Most Wanted;Adventure;530529789;216391482;746921271
13098;2015;March 15th;GekijÃƒÂ´ban Urutoraman Ginga S: Kessen! Urutora 10 yÃƒÂ»shi!;Action;506125;n/a;506125
13099;2015;March 14th;Met Opera: The Merry Widow;Concert/Performance;241431;n/a;241431
13100;2015;March 13th;Walter;Comedy;;n/a;
13101;2015;September 11th;X+Y;Drama;1137150;139511;1276661
13102;2015;March 13th;Volley;Comedy;614;n/a;614
13103;2015;March 13th;So-syeol-po-bi-a;Documentary;1750719;n/a;1750719
13104;2015;March 13th;Si Fei;Drama;21577;n/a;21577
13105;2015;March 13th;The Wrecking Crew;Documentary;7831;801606;809437
13106;2015;March 13th;Sutorobo ejji;Romantic Comedy;2840684;n/a;2840684
13107;2015;March 13th;Seymour: An Introduction;Documentary;238569;729744;968313
13108;2015;March 13th;Nh10;Thriller/Suspense;42916;262586;305502
13109;2015;March 13th;Selam: Bahara Yolculuk;Drama;5075451;n/a;5075451
13110;2015;March 13th;Salineuiloe;Thriller/Suspense;6217271;n/a;6217271
13111;2015;March 13th;Negociador;;319362;n/a;319362
13112;2015;March 13th;Muck;Horror;;n/a;
13113;2015;July 31st;NÃƒÂ£o Pare na Pista: A Melhor HistÃƒÂ³ria de Paulo Coelho;Drama;726516;8808;735324
13114;2015;March 13th;Met Opera: La Donna del Lago;Concert/Performance;436630;n/a;436630
13115;2015;March 13th;Medeas;Drama;;9313;
13116;2015;March 13th;Mandira Filozofu Istanbul;Comedy;2033619;n/a;2033619
13117;2016;February 19th;Gong Xi Fa Cai Zhi Tan Qian Shuo Ai;Romantic Comedy;260000;n/a;260000
13118;2016;October 21st;Fuocoammare;Documentary;1023616;120933;1144549
13119;2016;February 19th;Doukyusei;Drama;1415113;n/a;1415113
13120;2016;February 19th;Forsaken;Western;;n/a;
13121;2016;February 19th;The Game;Thriller/Suspense;154330;n/a;154330
13122;2016;February 19th;Crazy About TiffanyÃ¢â‚¬â„¢s;Documentary;21964;n/a;21964
13123;2016;April 15th;Colonia;Thriller/Suspense;3266146;15709;3281855
13124;2016;February 19th;Bunker of the Dead;Horror;10147;n/a;10147
13125;2016;September 23rd;Chronic;Drama;364548;9033;373581
13126;2016;February 19th;La corona partida;Drama;901435;n/a;901435
13127;2016;February 19th;Channo Kamli Yaar Di;Drama;145456;n/a;145456
13128;2016;November 4th;A.C.O.R.N.S.: Operation Crackdown;Adventure;1353287;n/a;1353287
13129;2016;February 18th;Rodinny Film;Drama;109212;n/a;109212
13130;2016;February 19th;Amis Publics NÃ‚Â°1;;4222361;n/a;4222361
13131;2016;February 19th;El Expediente Santiso;Thriller/Suspense;5375;n/a;5375
13132;2016;February 18th;Onda su onda;Comedy;663322;n/a;663322
13133;2016;February 19th;Risen;Drama;9364033;36880033;46244066
13134;2016;February 19th;Neerja;Drama;15900000;1585687;17485687
13135;2016;February 18th;Osman Pazarlama;Comedy;9385942;n/a;9385942
13136;2016;March 18th;Midnight Special;Drama;3967968;3712282;7680250
13137;2016;February 18th;Familieweekend;Comedy;860357;n/a;860357
13138;2016;February 18th;Den Vyborov 2;Comedy;4680617;n/a;4680617
13139;2016;February 26th;Crouching Tiger, Hidden Dragon: Sword of Destiny;Action;38452981;n/a;38452981
13140;2016;February 18th;Antonia.;Drama;;n/a;
13141;2018;February 9th;We Don't Need a Map;Documentary;6607;n/a;6607
13142;2016;February 18th;Champions: Faster Higher Stronger;Drama;2520972;n/a;2520972
13143;2018;February 9th;Still/Born;Horror;703684;n/a;703684
13144;2018;February 9th;Turning Mecards W: Secret of Bandain;Action;150950;n/a;150950
13145;2018;March 30th;Status Update;Comedy;319211;n/a;319211
13146;2018;February 9th;Tholi Prema;Romantic Comedy;3956883;n/a;3956883
13147;2018;February 9th;Rosapoo;Comedy;62296;n/a;62296
13148;2018;February 9th;Royal Opera House: Tosca;Concert/Performance;944627;n/a;944627
13149;2018;February 9th;Rita et Crocodile;Adventure;332261;n/a;332261
13150;2018;May 11th;Revenge;Action;1274279;99197;1373476
13151;2018;February 9th;The Peacemaker;Documentary;195;n/a;195
13152;2018;February 9th;RSC Live: Twelfth Night;Concert/Performance;900508;n/a;900508
13153;2018;February 9th;Recreo;;164826;n/a;164826
13154;2018;February 9th;Ni juge, ni soumise;Documentary;1262911;n/a;1262911
13155;2018;February 9th;Pao Fu Xiao Jie;Romantic Comedy;3026917;n/a;3026917
13156;2018;February 9th;Permission;Romantic Comedy;55369;n/a;55369
13157;2018;February 9th;Met Opera: L'Elisir d'Amore;Concert/Performance;376307;n/a;376307
13158;2018;February 9th;The Mercy;Drama;2845516;n/a;2845516
13159;2018;February 9th;Nuostabieji LÃ…Â«zeriai. Kita planeta;Documentary;98780;n/a;98780
13160;2018;February 9th;Lilly the Little Fish;Adventure;159780;n/a;159780
13161;2018;February 9th;Kayhan;Comedy;1821327;n/a;1821327
13162;2018;February 9th;Khafegi;Drama;4150;n/a;4150
13163;2018;February 9th;Kaly;Drama;93443;n/a;93443
13164;2018;February 9th;Kalakalappu 2;Comedy;2327091;n/a;2327091
13165;2007;December 28th;El orfanato;Horror;72091046;7159147;79250193
13166;2007;December 28th;Honeydripper;Drama;;267880;
13167;2007;December 27th;Henjelgwa Geuretel;Horror;;n/a;
13168;2007;December 28th;Dangerous Games;Comedy;1372000;n/a;1372000
13169;2018;February 9th;Khit;Drama;2298;n/a;2298
13170;2007;December 25th;The Water Horse: Legend of the Deep;Adventure;63016938;40412817;103429755
13171;2007;December 26th;There Will Be Blood;Drama;36986197;40222514;77208711
13172;2007;December 25th;Persepolis;Drama;20953784;4443403;25397187
13173;2007;December 25th;The Great Debaters;Drama;35149;30226144;30261293
13174;2007;December 25th;Imaginary Witness: Hollywood and the Holocaust;Documentary;;21507;
13175;2007;December 21st;Welcome;Comedy;27280000;n/a;27280000
13176;2007;December 25th;Aliens vs. Predator - Requiem;Action;87087428;41797066;128884494
13177;2007;December 21st;Taare Zameen Par;Drama;10389309;1223869;11613178
13178;2007;December 25th;The Bucket List;Comedy;81340943;93466502;174807445
13179;2007;December 21st;Walk Hard: The Dewey Cox Story;Comedy;2288902;18317151;20606053
13180;2007;December 21st;Sweeney Todd: The Demon Barber of Fleet Street;Musical;100431771;52898073;153329844
13181;2007;December 21st;Charlie WilsonÃ¢â‚¬â„¢s War;Drama;52851676;66661095;119512771
13182;2007;December 21st;P.S. I Love You;Romantic Comedy;102073870;53695808;155769678
13183;2007;December 21st;Steep;Documentary;;259840;
13184;2018;February 9th;Mirala, que linda viene...;Documentary;247;n/a;247
13185;2007;December 21st;National Treasure: Book of Secrets;Adventure;237364303;219961501;457325804
13186;2007;December 19th;Flakes;Comedy;;778;
13187;2017;April 14th;The Outcasts;Comedy;24197;n/a;24197
13188;2017;February 17th;Nagai iiwake;Drama;26869;n/a;26869
13189;2007;December 21st;Blonde Ambition;Comedy;1531057;6422;1537479
13190;2017;February 17th;Munthirivallikal Thalirkkumbol;Comedy;104579;n/a;104579
13191;2017;February 17th;Lost in France;Documentary;22366;n/a;22366
13192;2017;February 17th;Kin'iro mozaiku: Pretty Days;Comedy;16925;n/a;16925
13193;2017;February 17th;My Ex and Whys;Romantic Comedy;97507;n/a;97507
13194;2017;February 17th;Keep Quiet;Documentary;;50454;
13195;2017;February 17th;Isshuukan furenzu;;5804519;n/a;5804519
13196;2017;February 17th;In Dubious Battle;Drama;214182;n/a;214182
13197;2017;September 28th;The Healer;Drama;7678017;n/a;7678017
13198;2017;February 17th;Lovesong;Drama;;10545;
13199;2017;February 17th;Gekijo-ban Sword Art Online: Ordinal Scale;Adventure;31568925;n/a;31568925
13200;2017;March 17th;Haebing;Drama;8806005;43144;8849149
13201;2017;February 17th;Irada;Drama;;n/a;
13202;2017;February 17th;The Ghazi Attack;Drama;63456;n/a;63456
13203;2017;February 17th;Fukri;Drama;1515;n/a;1515
13204;2017;February 17th;From Nowhere;Drama;;8109;
13205;2017;February 17th;Fuglene over sundet;Drama;926;n/a;926
13206;2017;February 17th;Fist Fight;Comedy;8099399;32187017;40286416
13207;2017;February 17th;Emilija iÃ…Â¡ LaisvÃ„â€”s alÃ„â€”jos;Drama;669037;n/a;669037
13208;2017;February 17th;Dream Big: Engineering Our World;Documentary;708;n/a;708
13209;2017;February 16th;DisneyÃ¢â‚¬â„¢s Newsies: The Broadway Musical;Musical;192651;n/a;192651
13210;2008;October 10th;Call+Response;Documentary;;212989;
13211;2017;February 17th;L'Empereur;Documentary;2234915;n/a;2234915
13212;2008;October 10th;Breakfast with Scot;Drama;;46060;
13213;2008;October 10th;Billy: The Early Years of Billy Graham;Drama;;320896;
13214;2017;February 17th;Exhibition On Screen: I, Claude Monet;Documentary;260613;n/a;260613
13215;2008;October 10th;Body of Lies;Thriller/Suspense;79161864;39394666;118556530
13216;2008;October 9th;Krabat;Drama;5000000;n/a;5000000
13217;2008;October 3rd;Rachel Getting Married;Drama;4678614;12796861;17475475
13218;2008;October 3rd;Peur;Horror;;77876;
13219;2008;October 3rd;The Pleasure of Being Robbed;Drama;;10687;
13220;2008;October 3rd;Nick and Norah's Infinite Playlist;Drama;2398724;31487293;33886017
13221;2008;October 8th;RocknRolla;Action;22093713;5700626;27794339
13222;2008;October 3rd;Paris;Comedy;21840000;1010194;22850194
13223;2008;October 3rd;Drona;Adventure;4867185;475104;5342289
13224;2008;October 3rd;Flash of Genius;Drama;61734;4442377;4504111
13225;2008;October 3rd;How to Lose Friends & Alienate People;Comedy;9255850;2775593;12031443
13226;2008;October 3rd;Kidnap;Thriller/Suspense;7143415;328573;7471988
13227;2008;October 3rd;Catch Your Mind;Drama;;n/a;
13228;2008;October 3rd;Blindness;Thriller/Suspense;16979566;3073392;20052958
13229;2008;October 3rd;Beverly Hills Chihuahua;Adventure;59703766;94514402;154218168
13230;2008;October 3rd;An American Carol;Comedy;8992;7013191;7022183
13231;2008;October 1st;Religulous;Documentary;870157;13011160;13881317
13232;2008;October 1st;Ballast;Drama;;84980;
13233;2008;October 2nd;Luang phii theng 2;Comedy;1277605;n/a;1277605
13234;2008;October 3rd;Allah Made Me Funny;Documentary;;66903;
13235;2009;November 25th;Ninja Assassin;Action;24087009;38122883;62209892
13236;2009;November 25th;De Dana Dan;Comedy;11053270;944979;11998249
13237;2009;November 25th;Me and Orson Welles;Drama;;1190003;
13238;2009;November 20th;Planet 51;Adventure;66802053;42194060;108996113
13239;2009;November 20th;The Missing Person;;;17896;
13240;2009;November 20th;Mammoth;Drama;;9580;
13241;2009;November 20th;Until the Light Takes Us;Documentary;;130441;
13242;2009;November 20th;Kurbaan;;7183886;754269;7938155
13243;2009;November 20th;Red Cliff;Action;119000000;627047;119627047
13244;2009;November 20th;Fix;;;9890;
13245;2009;November 20th;Defamation;;;12038;
13246;2009;November 20th;The Blind Side;Drama;49746319;255959475;305705794
13247;2009;November 20th;Bad Lieutenant: Port of Call New Orleans;Drama;10711837;1702112;12413949
13248;2009;November 17th;Luck With The Blue And White Porcelain;Drama;670000;n/a;670000
13249;2009;November 20th;Los abrazos rotos;Thriller/Suspense;7896058;5014305;12910363
13250;2009;November 20th;The Twilight Saga: New Moon;Drama;390934093;296623634;687557727
13251;2009;November 13th;Uncertainty;Drama;;36689;
13252;2009;November 18th;Solntse;Drama;;77303;
13253;2009;November 13th;William Kunstler: Disturbing the Universe;Documentary;;57769;
13254;2009;November 13th;Women in Trouble;Drama;;18521;
13255;2009;November 13th;Tum Mile;Drama;;13937;
13256;2009;November 13th;Oh My God;Documentary;;38245;
13257;2009;November 13th;The Messenger;Drama;635292;1109660;1744952
13258;2009;November 13th;Heer Ranjha: A True Love Story;Drama;;n/a;
13259;2011;August 19th;Fright Night;Horror;22222000;18298649;40520649
13260;2011;August 19th;Griff the Invisible;Romantic Comedy;5157;20778;25935
13261;2009;November 13th;The End of Poverty?;Documentary;;57324;
13262;2011;August 19th;Conan the Barbarian;Action;42061112;21295021;63356133
13263;2011;August 19th;Flypaper;Comedy;1167248;5043;1172291
13264;2011;August 19th;Amigo;Drama;;184705;
13265;2011;August 19th;The Last Circus;Black Comedy;;40548;
13266;2011;August 17th;Atrocious;Horror;253257;n/a;253257
13267;2011;August 19th;5 Days of War;Drama;70314;17479;87793
13268;2011;August 12th;Sur le rythme;;;833180;
13269;2011;August 12th;Littlerock;Drama;;17309;
13270;2011;August 10th;Glee: The 3D Concert Movie;Concert/Performance;5600000;11862398;17462398
13271;2011;August 12th;Senna;Documentary;9312217;1612430;10924647
13272;2011;August 12th;CornerStore;Comedy;;40508;
13273;2011;August 12th;3D Sex and Zen: Extreme Ecstasy;Comedy;5458536;152365;5610901
13274;2011;August 12th;Final Destination 5;Horror;112423522;42587643;155011165
13275;2011;August 11th;Mo er zhuang yuan bing shi ji;Adventure;1572300;n/a;1572300
13276;2011;August 12th;Aarakshan;Drama;12992412;651096;13643508
13277;2011;August 11th;Shi Lian 33 Tian;Romantic Comedy;54640000;n/a;54640000
13278;2011;August 12th;30 Minutes or Less;Black Comedy;4093011;37053924;41146935
13279;2011;August 10th;Over Your Cities Grass Will Grow;Documentary;;49976;
13280;2011;August 6th;Kochira Katsushika-ku Kamearikoenmae Hashutsujo: The Movie;;4999718;n/a;4999718
13281;2011;August 10th;The Help;Drama;43414417;169705587;213120004
13282;2011;August 5th;Cold Fish;Horror;;n/a;
13283;2011;October 14th;Choi-jong-byeong-gi-hwal;Action;52720006;40685;52760691
13284;2010;October 29th;The Magician;Black Comedy;;406;
13285;2011;August 5th;The Whistleblower;Drama;1082740;1120914;2203654
13286;2010;October 29th;The Kids Grow Up;Documentary;;12095;
13287;2010;October 29th;Monsters;Drama;5402429;237301;5639730
13288;2010;October 29th;Shake Hands with the Devil;Drama;;594;
13289;2010;October 29th;Jolene;Drama;;n/a;
13290;2010;October 29th;Saw 3D;Horror;88025106;45710178;133735284
13291;2010;October 29th;Eichmann;Drama;;2706;
13292;2010;October 29th;AMER;Horror;;n/a;
13293;2010;October 28th;Boodanggeorae;Drama;17218998;n/a;17218998
13294;2010;October 29th;Bellamy;Thriller/Suspense;18116;107612;125728
13295;2010;October 27th;Strange Powers: Stephin Merritt and the Magnetic Fields;Documentary;;68719;
13296;2010;October 22nd;Rising Stars;Drama;;n/a;
13297;2010;October 22nd;Knucklehead;Comedy;;n/a;
13298;2010;August 5th;Misterios de Lisboa;Thriller/Suspense;117039;110507;227546
13299;2010;October 22nd;Punching the Clown;Comedy;;n/a;
13300;2010;October 22nd;The Taqwacores;Drama;;11445;
13301;2010;October 22nd;Kalamity;Thriller/Suspense;;n/a;
13302;2010;October 22nd;Boxing Gym;Documentary;;43710;
13303;2010;October 22nd;BearCity;Romantic Comedy;;5980;
13304;2010;October 22nd;Inhale;Thriller/Suspense;;4115;
