sales_id;year;release_date;title;genre;international_box_office;domestic_box_office;worldwide_box_office
373;2018;December 7th;Ma mÃƒÂ¨re est folle;Comedy;447679;n/a;447679
374;2018;December 7th;Left Hand and Right Hand;Drama;3346;n/a;3346
375;2018;December 7th;Love Afterlife;Thriller/Suspense;36540;n/a;36540
376;2018;December 7th;La Scala: Attila;Concert/Performance;33873;n/a;33873
377;2018;December 7th;La ÃƒÂºltima bÃƒÂºsqueda;Documentary;773;n/a;773
378;2018;December 7th;Kafalar KarÃ„Â±Ã…Å¸Ã„Â±k;Comedy;1979548;n/a;1979548
379;2018;December 7th;Kuru;Horror;5041160;n/a;5041160
380;2018;December 7th;Kedarnath;Drama;293850;893582;1187432
381;2018;December 7th;Hospitality;Thriller/Suspense;;n/a;
382;2018;December 7th;Frank and Ava;Drama;;18829;
383;2018;December 7th;Jin Ji De Nan Hai;Romantic Comedy;65446;n/a;65446
384;2018;December 7th;Gekijoban Haikara san-ga Toru Zenpen Tokyo Dai Roman;Adventure;;n/a;
385;2018;December 7th;Eso Que Nos Enamora;Comedy;4650;n/a;4650
386;2018;December 7th;Eia jÃƒÂµulud Tondikakul;Drama;;n/a;
387;2018;December 7th;Elephants;Drama;;n/a;
388;2018;December 7th;El Dulce sabor del limon;Drama;349;n/a;349
389;2018;December 7th;DumplinÃ¢â‚¬â„¢;Comedy;399198;n/a;399198
390;2017;December 15th;Devushka s kosoy;Comedy;47374;n/a;47374
391;2018;December 7th;Drug$;Documentary;;n/a;
392;2017;December 15th;La deuxiÃƒÂ¨me ÃƒÂ©toile;Comedy;3320313;n/a;3320313
393;2017;December 15th;Los Desheredados;Black Comedy;902;n/a;902
394;2017;December 15th;Desolation;Thriller/Suspense;;n/a;
395;2017;December 15th;Blizkie;Drama;2043;n/a;2043
396;2017;December 15th;The Ballad of Lefty Brown;Western;;7856;
397;2017;December 15th;The Chainbreakers;Drama;282320;n/a;282320
398;2017;December 15th;8-nengoshi no hanayome;Drama;24326715;n/a;24326715
399;2017;December 14th;Instant Dreams;Documentary;;n/a;
400;2017;December 15th;Algo FayÃƒÂ³;Documentary;1190;n/a;1190
401;2017;December 14th;Rilu Rilu Fairilu The Movie;Adventure;422386;n/a;422386
402;2017;December 15th;Ai De Pa Si Ka;Drama;512000;n/a;512000
403;2017;December 13th;Bright;Thriller/Suspense;;n/a;
404;2017;December 12th;A Murder in Mansfield;Documentary;;n/a;
405;2017;December 11th;Dolgaya doroga domoy;Thriller/Suspense;70;n/a;70
406;2017;December 15th;Star Wars Ep. VIII: The Last Jedi;Adventure;711453759;620181382;1331635141
407;2017;December 22nd;Along With The Gods: The Two Worlds;Action;105567909;1908822;107476731
408;2018;December 7th;Divide and Conquer: The Story of Roger Ailes;Documentary;;38510;
409;2018;December 7th;Les confins du monde;Drama;245034;n/a;245034
410;2017;December 12th;Apache Warrior;Documentary;;n/a;
411;2018;December 7th;The Coming Back Out Ball Movie;Documentary;7072;n/a;7072
412;2017;December 14th;Gangcheolbi;Action;33276122;n/a;33276122
413;2018;December 7th;Chaco;Documentary;489;n/a;489
414;2017;December 20th;The Greatest Showman;Musical;259266004;174340174;433606178
415;2018;December 7th;Central Park;Horror;;n/a;
416;2018;December 7th;La boya;Documentary;5013;n/a;5013
417;2018;December 7th;Ã„Å’ertÃƒÂ­ brko;Drama;1641333;n/a;1641333
418;2018;December 7th;Bernie The Dolphin;Adventure;18119;n/a;18119
419;2018;December 7th;Ben is Back;Drama;8913813;3703182;12616995
420;2018;December 7th;Bizim Ã„Â°ÃƒÂ§in Ã…Å¾ampiyon;Drama;6003561;n/a;6003561
421;2018;December 7th;Banjara: The Truck Driver;Drama;49757;n/a;49757
422;2018;December 7th;Back Roads;Thriller/Suspense;;n/a;
423;2018;December 7th;AstÃƒÂ©rix: Le secret de la potion magique;Adventure;73237594;n/a;73237594
424;2018;December 7th;Asher;Drama;;n/a;
425;2018;December 7th;The Belly of the Whale;Drama;9626;n/a;9626
426;2018;December 7th;Apuntes para una pelÃƒÂ­cula de atracos;Documentary;12023;n/a;12023
427;2018;December 6th;Zapovednik;Drama;166535;n/a;166535
428;2018;December 6th;UchÃƒÂ» Sentai KyuurenjÃƒÂ¢ tai SupÃƒÂªsu Sukuwaddo;Adventure;60372;n/a;60372
429;2018;December 6th;Twiceland;Concert/Performance;136516;n/a;136516
430;2018;December 6th;Tabaluga;Adventure;4835711;n/a;4835711
431;2018;December 6th;La prima pietra;Drama;420807;n/a;420807
432;2018;December 6th;Sem par nechistikh;Drama;12029;n/a;12029
433;2018;December 6th;Santiago, Italia;Documentary;1106813;n/a;1106813
434;2017;December 8th;Tueurs;Thriller/Suspense;309477;n/a;309477
435;2017;December 8th;Stebuklas;Drama;97649;n/a;97649
436;2017;December 8th;Stars 80, la Suite;Comedy;1978927;n/a;1978927
437;2017;December 8th;Los sentidos;Documentary;1962;n/a;1962
438;2017;December 15th;Qi Man Dun Jia;Action;46139046;124187;46263233
439;2017;December 8th;Richie;Action;10815;n/a;10815
440;2018;December 7th;All You Need is Love;Romantic Comedy;3565259;n/a;3565259
441;2017;December 8th;The Rape of Recy Taylor;Documentary;7729;n/a;7729
442;2017;December 8th;Un pueblo hecho canciÃƒÂ³n;Documentary;645;n/a;645
443;2017;December 8th;The Pirates Of Somalia;Drama;26421;n/a;26421
444;2017;December 8th;Santa & Cie;Comedy;18481089;n/a;18481089
445;2017;December 8th;Ãƒâ€“teki Taraf;Thriller/Suspense;1197507;n/a;1197507
446;2017;December 8th;Zhgi!;Drama;313100;n/a;313100
447;2017;December 8th;November Criminals;Drama;;n/a;
448;2017;December 8th;On Adim;Drama;251;n/a;251
449;2017;December 8th;National Theatre Live: Young Marx;Concert/Performance;716418;n/a;716418
450;2017;December 8th;Maide'nin AltÃ„Â±n GÃƒÂ¼nÃƒÂ¼;Comedy;2512221;n/a;2512221
451;2017;August 24th;Makala;Documentary;127277;n/a;127277
452;2017;December 8th;Lerd;Thriller/Suspense;915073;n/a;915073
453;2017;December 8th;Royal Opera House: The Nutcracker;Concert/Performance;1635471;n/a;1635471
454;2017;December 8th;The North of Peking;Documentary;143865;n/a;143865
455;2017;December 8th;Just Getting Started;Comedy;686807;6069605;6756412
456;2017;December 8th;Jia Ru Wang Zi Shui Zhao Le;Romantic Comedy;828455;n/a;828455
457;2018;December 6th;Libenjyeo;Action;20699;n/a;20699
458;2017;December 8th;Llueven Vacas;Drama;4777;n/a;4777
459;2018;December 6th;First Kiss;Romantic Comedy;368097;n/a;368097
460;2017;December 8th;Kamen RaidÃƒÂ¢ Heisei JenerÃƒÂªshonzu Fainaru: Birudo ando Eguzeido wizu Rejendo RaidÃƒÂ¢;Action;10289397;n/a;10289397
461;2018;December 6th;Hope of Road;Drama;255779;n/a;255779
462;2018;December 6th;ClaraÃ¢â‚¬â„¢s Ghost;Comedy;;n/a;
463;2018;December 6th;AmÃƒÂ¡;Documentary;;n/a;
464;2018;December 6th;Beongaemaenui bimil;Adventure;352891;n/a;352891
465;2018;December 6th;100 Dinge;Comedy;13946006;n/a;13946006
466;2018;December 21st;Aquaman;Action;808696893;335061807;1143758700
467;2018;December 6th;Jinsei furÃƒÂ»tsu;Documentary;471514;n/a;471514
468;2018;December 5th;Tyrel;Drama;;21456;
469;2018;December 14th;Mortal Engines;Action;69529231;15951040;85480271
470;2018;December 5th;Running Man;Adventure;1264724;n/a;1264724
471;2018;December 1st;Life Is A Belief;Documentary;173603;n/a;173603
472;2018;November 30th;Water Lilies of Monet - The magic of water and light;Documentary;546584;n/a;546584
473;2018;December 4th;Dog 13;Drama;7448509;n/a;7448509
474;2018;November 30th;Waiting For Me In Heaven;Drama;60326;n/a;60326
475;2018;November 30th;Until Judge Do Us Apart;Comedy;2985;n/a;2985
476;2018;November 30th;Vision;Drama;114150;n/a;114150
477;2018;November 30th;Tus desperdicios y otros manjares;Documentary;127;n/a;127
478;2018;December 4th;Slay Belles;Horror;;n/a;
479;2017;December 8th;I am Evidence;Documentary;1145;n/a;1145
480;2017;December 8th;I, Tonya;Black Comedy;23782875;30014534;53797409
481;2017;December 8th;Hollow in the Land;Drama;;n/a;
482;2017;December 8th;Gogita's New Life;;3084;n/a;3084
483;2018;November 30th;Tiger;Drama;;n/a;
484;2018;December 5th;Doeorak;Thriller/Suspense;11366235;n/a;11366235
485;2018;November 30th;Un Giorno All'Improvviso;Drama;31298;n/a;31298
486;2017;December 8th;Gek Van Geluk;Romantic Comedy;1440342;n/a;1440342
487;2017;May 4th;Les Gardiennes;Drama;3989872;177331;4167203
488;2017;December 8th;From The Ground Up;Documentary;;n/a;
489;2017;December 8th;GalpÃƒÂ³n De MÃƒÂ¡scaras;Documentary;374;n/a;374
490;2017;December 8th;Forbidden;Drama;1679;n/a;1679
491;2017;December 8th;Fukrey Returns;Comedy;16101765;n/a;16101765
492;2017;December 8th;Fe de Etarras;Black Comedy;12498;n/a;12498
493;2017;December 8th;DÃ…Â­vka za baloncheta;Drama;402330;n/a;402330
494;2017;December 15th;Ferdinand;Adventure;205428533;84410380;289838913
495;2017;December 8th;Fan Zha Feng Bao;Thriller/Suspense;8595808;n/a;8595808
496;2017;December 8th;Destiny: Kamakura Monogatari;Drama;35099354;n/a;35099354
497;2017;December 8th;Cometa El, su Perro y su Mundo;Adventure;122916;n/a;122916
498;2017;December 15th;Fang Hua;Drama;225197313;1891956;227089269
499;2017;December 8th;Bullet Head;Thriller/Suspense;153930;n/a;153930
500;2017;December 8th;Cemento: El Documental;Documentary;4077;n/a;4077
501;2017;December 8th;Askeladden Ã¢â‚¬â€œ I Dovregubbens Hall;Adventure;292147;n/a;292147
502;2017;December 7th;Sermon on the Mount;Drama;357435;n/a;357435
503;2017;December 8th;Cho-haeng;Drama;37810;n/a;37810
504;2018;November 30th;Surviving Christmas with the Relatives;Comedy;36805;n/a;36805
505;2018;November 30th;Smart Christmas;Comedy;179613;n/a;179613
506;2018;November 30th;Sky Stream;Drama;2789574;n/a;2789574
507;2018;November 30th;Royal Opera House: The Nutcracker;Concert/Performance;1512712;n/a;1512712
508;2018;November 30th;Sauver ou pÃƒÂ©rir;Drama;8123617;n/a;8123617
509;2018;November 30th;Quinqui Stars;Documentary;9409;n/a;9409
510;2018;November 30th;Song of Back and Neck;Comedy;;n/a;
511;2017;December 8th;And The Winner IsnÃ¢â‚¬â„¢t;Documentary;;n/a;
512;2018;November 30th;Route 33;;8405;n/a;8405
513;2018;November 30th;Plagi Breslau;Thriller/Suspense;112734;n/a;112734
514;2018;November 30th;PeopleÃ¢â‚¬â„¢s Republic of Desire;Documentary;;15241;
515;2018;November 30th;Please Remember me;Drama;11350;n/a;11350
516;2018;November 30th;Mulai;Documentary;31424;n/a;31424
517;2018;November 30th;Miriam miente;Drama;785;n/a;785
518;2018;November 30th;Louis Theroux: Love Without Limits;Documentary;95114;n/a;95114
519;2018;November 30th;Legend of Tang Dynasty 2;Adventure;45521268;n/a;45521268
520;2018;November 30th;Lola et ses frÃƒÂ¨res;;2348186;n/a;2348186
521;2018;November 30th;Ovunque proteggimi;Drama;88944;n/a;88944
522;2018;February 19th;KidÃ…ï¿½ Senshi Gandamu NT;Adventure;5866131;n/a;5866131
523;2018;November 30th;Hotel Explotacion: Las Kellys;Documentary;300;n/a;300
524;2018;November 30th;Hedefim Sensin;Comedy;4369198;n/a;4369198
525;2018;November 30th;Julia y el zorro;Drama;2901;n/a;2901
526;2018;November 30th;Isabelle;;13296;n/a;13296
527;2018;November 30th;Head Full of Honey;Drama;126595;12350;138945
528;2018;November 30th;Fantastic Dream Trip;Comedy;49227;n/a;49227
529;2018;November 30th;Ghostbox Cowboy;Comedy;;n/a;
530;2017;December 6th;Il Premio;Comedy;1184346;n/a;1184346
531;2017;December 4th;Pororo, Dinosaur Island Adventure;Adventure;5824076;n/a;5824076
532;2017;January 12th;LÃ¢â‚¬â„¢insulte;Drama;2349313;1000038;3349351
533;2017;December 7th;Dolaonda;Drama;83132;n/a;83132
534;2017;December 1st;Wonder Wheel;Drama;12333635;1403237;13736872
535;2017;December 1st;Wo Yao Xing Fu;Comedy;2750684;n/a;2750684
536;2017;December 1st;A Woman of No Importance;Concert/Performance;483266;n/a;483266
537;2017;December 1st;Viraam;Drama;2522;n/a;2522
538;2017;December 1st;Vele Hemels Boven de Zevende;Drama;591680;n/a;591680
539;2017;December 1st;VerÃƒÂ£o Danado;Drama;4027;n/a;4027
540;2017;December 1st;La Villa;Drama;5652066;n/a;5652066
541;2017;December 1st;The Tribes of Palos Verdes;Drama;;11603;
542;2017;December 1st;Ugly Duckling;Drama;177;n/a;177
543;2017;December 1st;Umbral;Drama;1188;n/a;1188
544;2017;December 1st;Tera Intezaar;Musical;295700;n/a;295700
545;2017;December 1st;Touken Ranbu: Hanamaru - Makuai Kaisouroku;;374052;n/a;374052
546;2017;December 1st;Tantei wa bar ni iru 3;Drama;5589299;n/a;5589299
547;2017;December 1st;Thiruttu Payale 2;Thriller/Suspense;14378;n/a;14378
548;2017;December 1st;Soldier Grandpa;Drama;3314;n/a;3314
549;2017;December 1st;Solar;Documentary;948;n/a;948
550;2017;December 1st;Thrill Ride;Adventure;;2226;
551;2018;November 30th;Exterminadores do AlÃƒÂ©m Contra a Loira do Banheiro;Horror;213040;n/a;213040
552;2018;November 30th;Fake Partner;Comedy;213273;n/a;213273
553;2017;December 1st;SinfonÃƒÂ­a en abril;Documentary;420;n/a;420
554;2018;November 30th;Er Shi Sui;Romantic Comedy;457137;n/a;457137
555;2018;November 30th;Durante la tormenta;Drama;17361796;n/a;17361796
556;2018;May 24th;Diamantino;;164872;70088;234960
557;2018;November 30th;DriverX;Drama;;n/a;
558;2018;November 30th;Chvilky;Drama;7718;n/a;7718
559;2018;November 30th;BorÃƒÂ§;Drama;4618;n/a;4618
560;2018;November 30th;Entre dos aguas;Drama;156223;n/a;156223
561;2018;November 30th;Bolshoi Ballet: Don Quixote;Concert/Performance;89119;n/a;89119
562;2018;March 15th;Bi Bei Shang Geng Bei Shang De Gu Shi;Drama;150333552;722669;151056221
563;2018;November 30th;Blood Brother;Action;;n/a;
564;2018;November 30th;Bathtubs Over Broadway;Documentary;;n/a;
565;2018;November 30th;Araghe Sard;Drama;86880;n/a;86880
566;2018;November 30th;Behold my Heart;Drama;6180;n/a;6180
567;2018;November 30th;2;Thriller/Suspense;6871135;n/a;6871135
568;2018;November 29th;Vse ili nichego;Comedy;1421636;n/a;1421636
569;2018;November 29th;L'uomo che comprÃƒÂ² la luna;Comedy;1242952;n/a;1242952
570;2018;November 29th;Spitak;Action;51018;n/a;51018
571;2018;November 29th;The Seven Deadly Sins: Prisoners of the Sky;Action;73439;n/a;73439
572;2018;November 29th;Ride;Drama;337046;n/a;337046
573;2018;November 29th;Se son rose;Comedy;4878325;n/a;4878325
574;2018;November 29th;Saem;Romantic Comedy;19389;n/a;19389
575;2018;November 29th;QuÃƒÂ© LeÃƒÂ³n;Romantic Comedy;;n/a;
576;2018;November 29th;Provodnik;Horror;471360;n/a;471360
577;2017;December 1st;Si tu voyais son coeur;Drama;3700;n/a;3700
578;2017;December 1st;Shadowman;Documentary;;13498;
579;2017;November 24th;PÃ…â„¢ÃƒÂ¡nÃƒÂ­ k mÃƒÂ¡nÃƒÂ­;Adventure;316507;n/a;316507
580;2017;December 1st;Psychopaths;Horror;51075;n/a;51075
581;2017;December 1st;Perfectos Desconocidos;Comedy;31166312;n/a;31166312
582;2017;December 1st;Posoki;Drama;195050;n/a;195050
583;2017;December 1st;The Shape of Water;Drama;131931359;63859435;195790794
584;2017;December 1st;Plonger;Drama;184474;n/a;184474
585;2017;December 1st;O Fim da InocÃƒÂªncia;Drama;536807;n/a;536807
586;2017;December 1st;Opera De Paris: Don Carlos;Concert/Performance;10610;n/a;10610
587;2017;December 1st;The New Radical;Documentary;;n/a;
588;2017;December 1st;NiÃƒÂ±ato;Drama;4847;n/a;4847
589;2017;December 1st;Mujeres En Foco Film Festival;;2;n/a;2
590;2017;September 28th;Maximum Impact;Action;31806;n/a;31806
591;2017;December 1st;METALLICA Quebec Magnetic;Concert/Performance;54770;n/a;54770
592;2017;December 1st;Love Beats Rhymes;Drama;;n/a;
593;2017;June 29th;Love, Cecil;Documentary;1883;106057;107940
594;2017;October 24th;Life & Nothing More;Drama;36890;24358;61248
595;2017;December 1st;Kvarteto;Drama;231230;n/a;231230
596;2017;December 1st;Kolovrat;Action;10424668;n/a;10424668
597;2017;December 1st;KÃƒÂ¶rfez;Drama;7337;n/a;7337
598;2017;December 1st;Mao Pai Jian Hu Ren;;278865;n/a;278865
599;2017;December 1st;Kill Me Please;Comedy;8242805;n/a;8242805
600;2018;November 29th;Meow Wolf: Origin Story;Documentary;;n/a;
601;2017;November 17th;Kiwi Christmas;Adventure;198807;n/a;198807
602;2018;November 29th;Mowgli: Legend of the Jungle;Action;;n/a;
603;2018;November 28th;Respect;Documentary;15700;n/a;15700
604;2017;December 1st;Os ParÃƒÂ§as;Comedy;6290388;n/a;6290388
605;2018;November 28th;Gukgabudoui Nal;Drama;27519661;n/a;27519661
606;2018;November 28th;From the Mountain a Smile;Drama;550000;n/a;550000
607;2018;November 27th;Hello Life;Documentary;693523;n/a;693523
608;2018;November 30th;The Possession of Hannah Grace;Horror;28037556;14836174;42873730
609;2018;November 26th;Piripkura;Documentary;;n/a;
610;2018;November 24th;Super Kids' Attack;;4979;n/a;4979
611;2018;November 23rd;Zhong Guo Lan Kui;Drama;2585854;n/a;2585854
612;2018;November 24th;Mult v. Kino Vypusk No. 85;Adventure;106847;n/a;106847
613;2018;May 3rd;Doubles vies;Comedy;2794553;704919;3499472
614;2018;November 23rd;Write When You Get Work;Drama;;n/a;
615;2018;November 23rd;VendrÃƒÂ¡n lluvias suaves;Drama;2119;n/a;2119
616;2018;November 23rd;Unidad XV;Drama;3047;n/a;3047
617;2018;May 31st;Yomeddine;Adventure;69722;11308;81030
618;2018;November 23rd;Thimiru Pudichavan;Drama;2839;n/a;2839
619;2018;November 24th;8 Remains;Thriller/Suspense;;n/a;
620;2018;November 23rd;Todas las mujeres que conozco;Documentary;3206;n/a;3206
621;2018;November 23rd;Unga Astrid;Drama;840843;120486;961329
622;2017;December 1st;Jupiter Holdja;Drama;51741;n/a;51741
623;2017;December 1st;Inoperable;Horror;;n/a;
624;2017;December 1st;KeplerÃ¢â‚¬â„¢s Dream;Adventure;;n/a;
625;2017;December 1st;Judge Zhongkui;Adventure;44028;n/a;44028
626;2017;December 1st;The Grudge;Horror;886183;n/a;886183
627;2017;December 1st;Hagane no Renkinjutsushi;Adventure;8053641;n/a;8053641
628;2017;December 1st;GeÃƒÂ§miÃ…Å¸teki SÃ„Â±r;Drama;2108;n/a;2108
629;2017;December 1st;Gangster Land;Action;5124;n/a;5124
630;2017;December 1st;Firangi;Comedy;1623686;n/a;1623686
631;2017;December 1st;C'est tout pour moi;Comedy;5521370;n/a;5521370
632;2017;December 1st;The Eighth Day of a Week;Drama;13739;n/a;13739
633;2017;December 1st;Eat Locals;Comedy;6560;n/a;6560
634;2017;December 1st;Drawing Home;Adventure;;n/a;
635;2017;December 1st;Camino A Marte;Comedy;1566750;n/a;1566750
636;2017;December 1st;The Disaster Artist;Comedy;7597051;21120616;28717667
637;2017;December 1st;Daisy Winters;Drama;;n/a;
638;2017;December 1st;Breaking Brooklyn;Drama;;n/a;
639;2017;December 1st;Dian Di Lian Meng;;638695;n/a;638695
640;2017;December 1st;Bolshoi Ballet: The Nutcracker;Concert/Performance;250744;n/a;250744
641;2018;November 23rd;Souvenir The Movie - Mariya Takeuchi Theater Live;Concert/Performance;480066;n/a;480066
642;2018;November 23rd;SuperlÃƒÂ³pez;Comedy;15458332;n/a;15458332
643;2018;November 23rd;Seguimi;Drama;4755;n/a;4755
644;2018;November 23rd;Save My Dogs;Romantic Comedy;142235;n/a;142235
645;2018;November 23rd;Ã…Â irdys;Drama;285883;n/a;285883
646;2018;November 23rd;Strange Colours;Drama;13810;n/a;13810
647;2018;November 23rd;The Royal Edinburgh Military Tattoo;Concert/Performance;105947;n/a;105947
648;2018;November 23rd;Rang Panjab;Drama;8965;n/a;8965
649;2018;November 23rd;Put Ã…Å¾eylere;Drama;16590;n/a;16590
650;2018;December 25th;On the Basis of Sex;Drama;14132499;24704837;38837336
